CNPJ,CVM,DENOM_CIA,DT_REFER,ANO_REFER,ativo_total,ativo_circulante,recebiveis,imobilizado,passivo_circulante,divida_longo_prazo,receita_liquida,resultado_bruto,despesas_vendas,despesas_gerais_adm,resultado_liquido,depreciacao,fco
31553627000101,25461,MOBLY S.A.,2020-12-31,2020,310182.0,208191.0,29731.0,71173.0,252270.0,67205.0,603105.0,241568.0,-209563.0,-49898.0,-40256.0,-25764.0,-2882.0
31553627000101,25461,GRUPO TOKY S.A.,2021-12-31,2021,999039.0,667693.0,155437.0,246481.0,186459.0,158942.0,721391.0,287075.0,-271922.0,-94268.0,-84809.0,-46616.0,-339592.0
31553627000101,25461,GRUPO TOKY S.A. - EM RECUPERAÇÃO JUDICIAL,2022-12-31,2022,906980.0,544896.0,107302.0,225906.0,191278.0,136268.0,637059.0,254188.0,-268402.0,-83493.0,-89838.0,-68485.0,13135.0
31553627000101,25461,GRUPO TOKY S.A. - EM RECUPERAÇÃO JUDICIAL,2023-12-31,2023,798796.0,454729.0,102542.0,187744.0,195375.0,0.0,541944.0,235179.0,-233476.0,-88503.0,-85145.0,-64468.0,-82653.0
31553627000101,25461,GRUPO TOKY S.A. - EM RECUPERAÇÃO JUDICIAL,2024-12-31,2024,2031024.0,697717.0,138957.0,570802.0,602642.0,357833.0,811197.0,374485.0,-326749.0,-114632.0,-164081.0,-104141.0,-51005.0
31553627000101,25461,GRUPO TOKY S.A. - EM RECUPERAÇÃO JUDICIAL,2025-12-31,2025,1834292.0,585442.0,106887.0,430081.0,662133.0,481518.0,1445029.0,758706.0,-600974.0,-164773.0,-146886.0,-201443.0,119940.0
33014556000196,8087,LOJAS AMERICANAS S.A.,2020-12-31,2020,47709461.0,31567858.0,3365280.0,6860408.0,12088056.0,19232853.0,21291412.0,7129277.0,-3371030.0,-1995424.0,314929.0,-1560785.0,1605594.0
33041260065290,6505,GRUPO CASAS BAHIA S.A.,2020-12-31,2020,33056000.0,19248000.0,7907000.0,4492000.0,18497000.0,2409000.0,28901000.0,9466000.0,-5892000.0,-891000.0,1004000.0,-912000.0,-4221000.0
33041260065290,6505,GRUPO CASAS BAHIA S.A.,2021-12-31,2021,35340000.0,18464000.0,6900000.0,5019000.0,18677000.0,4139000.0,30899000.0,9327000.0,-7121000.0,-1077000.0,-297000.0,-993000.0,1118000.0
33041260065290,6505,GRUPO CASAS BAHIA S.A.,2022-12-31,2022,35574000.0,17123000.0,6595000.0,4553000.0,19750000.0,3005000.0,30898000.0,9590000.0,-6340000.0,-1132000.0,-342000.0,-1118000.0,3079000.0
33041260065290,6505,GRUPO CASAS BAHIA S.A.,2023-12-31,2023,31996000.0,13350000.0,3588000.0,4039000.0,18829000.0,2164000.0,28847000.0,8055000.0,-5883000.0,-1181000.0,-2625000.0,-1139000.0,4024000.0
33041260065290,6505,GRUPO CASAS BAHIA S.A.,2024-12-31,2024,33889000.0,14140000.0,4616000.0,3712000.0,19262000.0,4222000.0,27206000.0,8377000.0,-5486000.0,-1195000.0,-1045000.0,-1072000.0,10643000.0
33041260065290,6505,GRUPO CASAS BAHIA S.A.,2025-12-31,2025,33638000.0,14403000.0,5060000.0,3447000.0,21822000.0,685000.0,29197000.0,8909000.0,-5509000.0,-1124000.0,-2988000.0,-1037000.0,15129000.0
33453598000123,25917,RAÍZEN S.A.,2020-03-31,2020,29179467.0,13395104.0,1783961.0,7031584.0,11980903.0,7139067.0,100941193.0,4839571.0,-2252046.0,-612683.0,2100884.0,-823748.0,3448961.0
33453598000123,25917,RAÍZEN S.A.,2021-03-31,2021,31392153.0,14438269.0,2438789.0,7181379.0,12910822.0,7419826.0,89415311.0,4331345.0,-2172294.0,-645098.0,1039344.0,-987575.0,2732248.0
33453598000123,25917,RAÍZEN S.A.,2022-03-31,2022,100344344.0,47045340.0,6271015.0,33044487.0,40415207.0,28716507.0,191269874.0,11699012.0,-4028231.0,-1959624.0,3249563.0,-6369468.0,13913960.0
33453598000123,25917,RAÍZEN S.A.,2023-03-31,2023,111551463.0,47482431.0,8423769.0,37395457.0,44830685.0,32755533.0,245831790.0,15267707.0,-5234882.0,-2553864.0,2503326.0,-8653478.0,13056274.0
33453598000123,25917,RAÍZEN S.A.,2024-03-31,2024,128183310.0,56481123.0,9825557.0,43127494.0,51460167.0,37626160.0,220454239.0,15723597.0,-6109524.0,-2882872.0,614133.0,-9205235.0,21421351.0
33453598000123,25917,RAÍZEN S.A.,2025-03-31,2025,140999678.0,61120378.0,8015818.0,48773129.0,45937522.0,61232239.0,255268454.0,11836793.0,-6819705.0,-2572721.0,-4176951.0,-9352208.0,6215847.0
34274233000102,24295,VIBRA ENERGIA S/A,2020-12-31,2020,28327000.0,13351000.0,3997000.0,6723000.0,6942000.0,6356000.0,81501000.0,4457000.0,-2292000.0,-457000.0,3905000.0,-537000.0,1818000.0
34274233000102,24295,VIBRA ENERGIA S/A,2021-12-31,2021,33884000.0,17760000.0,5587000.0,6762000.0,7339000.0,12376000.0,130121000.0,6851000.0,-2663000.0,-634000.0,2497000.0,-559000.0,2276000.0
34274233000102,24295,VIBRA ENERGIA S/A,2022-12-31,2022,41110000.0,22244000.0,6931000.0,6944000.0,9624000.0,15589000.0,181446000.0,7489000.0,-2638000.0,-743000.0,1537000.0,-553000.0,1263000.0
34274233000102,24295,VIBRA ENERGIA S/A,2023-12-31,2023,43481000.0,23599000.0,6135000.0,6954000.0,9996000.0,14048000.0,162947000.0,8361000.0,-2773000.0,-804000.0,4766000.0,-554000.0,6247000.0
34274233000102,24295,VIBRA ENERGIA S/A,2024-12-31,2024,49000000.0,25841000.0,4953000.0,6984000.0,8514000.0,18033000.0,172272000.0,8241000.0,-2697000.0,-999000.0,6367000.0,-554000.0,4148000.0
34274233000102,24295,VIBRA ENERGIA S/A,2025-12-31,2025,60963000.0,22913000.0,6838000.0,15319000.0,11771000.0,21981000.0,189075000.0,9218000.0,-3125000.0,-1536000.0,1979000.0,-1068000.0,6666000.0
38456921000136,25747,INFRACOMMERCE CXAAS S.A.,2020-12-31,2020,420902.0,231494.0,99804.0,48880.0,239374.0,65511.0,235933.0,117398.0,-15869.0,-101079.0,-6534.0,-13899.0,38097.0
38456921000136,25747,INFRACOMMERCE CXAAS S.A.,2021-12-31,2021,2761538.0,882799.0,382810.0,148764.0,886641.0,320562.0,422560.0,205007.0,-33299.0,-215669.0,-39068.0,-45286.0,-86388.0
38456921000136,25747,INFRACOMMERCE CXAAS S.A.,2022-12-31,2022,3209582.0,997882.0,431452.0,205131.0,1006037.0,300900.0,891301.0,378875.0,-27782.0,-447621.0,-264939.0,-141203.0,160887.0
38456921000136,25747,INFRACOMMERCE CXAAS S.A.,2023-12-31,2023,3443461.0,1131846.0,495975.0,152572.0,1027165.0,437582.0,1072489.0,455222.0,-21155.0,-466789.0,-294872.0,-162477.0,281757.0
38456921000136,25747,INFRACOMMERCE CXAAS S.A.,2024-12-31,2024,1517558.0,738665.0,450205.0,110466.0,1204311.0,68160.0,1065320.0,309041.0,-72737.0,-1807314.0,-1756143.0,-129492.0,-147324.0
38456921000136,25747,INFRACOMMERCE CXAAS S.A.,2025-12-31,2025,1309190.0,647421.0,328540.0,83390.0,417546.0,374078.0,709955.0,165984.0,-19534.0,-253791.0,-341892.0,-75496.0,29933.0
39346861035038,26530,CENCOSUD BRASIL COMERCIAL S.A.,2020-12-31,2020,6384357.0,1827195.0,136242.0,1791760.0,2217274.0,0.0,8408932.0,1970622.0,-1019994.0,-734495.0,60939.0,-387482.0,719913.0
39346861035038,26530,CENCOSUD BRASIL COMERCIAL S.A.,2021-12-31,2021,6128802.0,1754215.0,71144.0,1623143.0,2300943.0,0.0,8148858.0,1784394.0,-1055934.0,-529852.0,-74783.0,-278327.0,369266.0
39346861035038,26530,CENCOSUD BRASIL COMERCIAL S.A.,2022-12-31,2022,6831112.0,1755819.0,141591.0,1939713.0,2912579.0,290768.0,9198562.0,2001957.0,-1124392.0,-679348.0,-466967.0,-358607.0,1508235.0
39346861035038,26530,CENCOSUD BRASIL COMERCIAL S.A.,2023-12-31,2023,7275127.0,1979247.0,122350.0,2201712.0,3718393.0,250000.0,9981865.0,2072737.0,-1194709.0,-713098.0,-602801.0,-402076.0,466880.0
43948405000169,26506,LUPO S.A.,2020-12-31,2020,969509.0,583606.0,263638.0,269407.0,128144.0,40282.0,732190.0,181893.0,-108806.0,-48875.0,-16967.0,-30789.0,105272.0
43948405000169,26506,LUPO S.A.,2021-12-31,2021,1216393.0,727247.0,316719.0,325683.0,140606.0,84230.0,1328256.0,512676.0,-164834.0,-71213.0,297274.0,-27093.0,126127.0
43948405000169,26506,LUPO S.A.,2022-12-31,2022,1445555.0,892054.0,328590.0,382302.0,173790.0,155729.0,1500570.0,500300.0,-197554.0,-82079.0,210282.0,-38883.0,145298.0
43948405000169,26506,LUPO S.A.,2023-12-31,2023,1550488.0,966123.0,279194.0,413168.0,185952.0,140734.0,1466478.0,428553.0,-200494.0,-80556.0,171362.0,-48251.0,308923.0
43948405000169,26506,LUPO S.A.,2024-12-31,2024,1698091.0,1123152.0,377463.0,410365.0,221780.0,124293.0,1546501.0,483416.0,-221709.0,-88094.0,173362.0,-50701.0,124816.0
43948405000169,26506,LUPO S.A.,2025-12-31,2025,1782336.0,1238018.0,373695.0,412235.0,218167.0,99154.0,1589920.0,479009.0,-235261.0,-102106.0,176516.0,-54805.0,161961.0
45453214000151,20346,PROFARMA DISTRIB PROD FARMACEUTICOS S.A.,2020-12-31,2020,3761067.0,2484144.0,761963.0,392620.0,1543856.0,433636.0,5481341.0,763567.0,0.0,-566995.0,61797.0,-101937.0,39344.0
45453214000151,20346,PROFARMA DISTRIB PROD FARMACEUTICOS S.A.,2021-12-31,2021,4032894.0,2582007.0,831430.0,519020.0,1716886.0,440800.0,6413199.0,907571.0,0.0,-668276.0,79113.0,-125882.0,107576.0
45453214000151,20346,PROFARMA DISTRIB PROD FARMACEUTICOS S.A.,2022-12-31,2022,4364933.0,2980433.0,1043517.0,506997.0,1956323.0,532648.0,7816218.0,1145514.0,0.0,-778609.0,85040.0,-138221.0,126322.0
45453214000151,20346,PROFARMA DISTRIB PROD FARMACEUTICOS S.A.,2023-12-31,2023,4937926.0,3539367.0,1187130.0,535590.0,2446645.0,573628.0,8661744.0,1291969.0,-803516.0,-242835.0,77858.0,-148520.0,260899.0
45453214000151,20346,PROFARMA DISTRIB PROD FARMACEUTICOS S.A.,2024-12-31,2024,5616238.0,4020094.0,1393740.0,674178.0,2989131.0,551180.0,10153623.0,1522838.0,-922095.0,-302884.0,122813.0,-169521.0,497088.0
45453214000151,20346,PROFARMA DISTRIB PROD FARMACEUTICOS S.A.,2025-12-31,2025,6234275.0,4494065.0,1555968.0,824329.0,3484929.0,563531.0,11450521.0,1750434.0,-1023744.0,-345065.0,126013.0,-200164.0,459716.0
47508411000156,14826,CIA BRASILEIRA DE DISTRIBUICAO,2020-12-31,2020,53295000.0,17641000.0,1051000.0,19888000.0,18483000.0,6842000.0,51253000.0,13749000.0,-7755000.0,-1588000.0,2326000.0,-2037000.0,4742000.0
47508411000156,14826,CIA BRASILEIRA DE DISTRIBUICAO,2021-12-31,2021,49443000.0,17872000.0,1125000.0,16344000.0,16550000.0,7582000.0,51291000.0,12950000.0,-7645000.0,-1708000.0,960000.0,-2117000.0,2728000.0
47508411000156,14826,CIA BRASILEIRA DE DISTRIBUICAO,2022-12-31,2022,43839000.0,28559000.0,696000.0,6844000.0,17747000.0,4862000.0,17321000.0,4302000.0,-2699000.0,-598000.0,-4000.0,-1026000.0,-216000.0
47508411000156,14826,CIA BRASILEIRA DE DISTRIBUICAO,2023-12-31,2023,22050000.0,7523000.0,573000.0,6577000.0,6225000.0,4302000.0,19250000.0,4817000.0,-3104000.0,-574000.0,-2134000.0,-1133000.0,563000.0
47508411000156,14826,CIA BRASILEIRA DE DISTRIBUICAO,2024-12-31,2024,19703000.0,6116000.0,455000.0,6146000.0,6356000.0,3196000.0,18790000.0,5172000.0,-3040000.0,-648000.0,-2403000.0,-1161000.0,1363000.0
47508411000156,14826,CIA BRASILEIRA DE DISTRIBUICAO,2025-12-31,2025,18426000.0,5860000.0,355000.0,6136000.0,7084000.0,2402000.0,19113000.0,5268000.0,-3079000.0,-605000.0,-815000.0,-1150000.0,1352000.0
47960950000121,22470,MAGAZINE LUIZA S.A.,2020-12-31,2020,24647203.0,16798810.0,4761899.0,3723676.0,13416145.0,19581.0,29177113.0,7519962.0,-5162618.0,-1609322.0,391709.0,-702523.0,2603882.0
47960950000121,22470,MAGAZINE LUIZA S.A.,2021-12-31,2021,38384616.0,24509810.0,5650759.0,5301711.0,15257189.0,6384904.0,35278150.0,8486805.0,-6374429.0,-1848618.0,590661.0,-816964.0,-4364476.0
47960950000121,22470,MAGAZINE LUIZA S.A.,2022-12-31,2022,37765845.0,21938136.0,6760270.0,5466976.0,14832925.0,6984460.0,37299002.0,10438896.0,-6741109.0,-2533822.0,-498975.0,-1163624.0,3064122.0
47960950000121,22470,MAGAZINE LUIZA S.A.,2023-12-31,2023,37455067.0,20221163.0,5885450.0,5184576.0,17408127.0,4400508.0,36768149.0,10163883.0,-7002066.0,-2577894.0,-979104.0,-1242690.0,3354622.0
47960950000121,22470,MAGAZINE LUIZA S.A.,2024-12-31,2024,37311858.0,19550824.0,5833528.0,5070097.0,16710550.0,3179992.0,38038068.0,11627256.0,-7131584.0,-2707003.0,448717.0,-1333288.0,15835331.0
47960950000121,22470,MAGAZINE LUIZA S.A.,2025-12-31,2025,37911158.0,19839054.0,5608982.0,5115281.0,17182792.0,3946177.0,38703387.0,11554551.0,-7375871.0,-2677056.0,204603.0,-1284787.0,15719373.0
51218147000193,20494,IGUATEMI EMPRESA DE SHOPPING CENTERS S.A,2020-12-31,2020,6860690.0,1814998.0,205370.0,31109.0,779748.0,2792561.0,675576.0,400315.0,0.0,-83901.0,202324.0,-149000.0,138333.0
51218147000193,20494,IGUATEMI EMPRESA DE SHOPPING CENTERS S.A,2021-12-31,2021,7137812.0,2125968.0,266812.0,47468.0,417882.0,3017129.0,856637.0,487451.0,0.0,-108809.0,344083.0,-155384.0,244588.0
51218147000193,20494,IGUATEMI EMPRESA DE SHOPPING CENTERS S.A,2022-12-31,2022,6312386.0,1415341.0,260266.0,45318.0,1013794.0,2158946.0,996137.0,577608.0,0.0,-131470.0,-19216.0,-157161.0,225608.0
51218147000193,20494,IGUATEMI EMPRESA DE SHOPPING CENTERS S.A,2023-12-31,2023,6144507.0,1497552.0,223880.0,45213.0,853210.0,1540156.0,1039215.0,663703.0,0.0,-122480.0,310946.0,-159662.0,407583.0
51218147000193,20494,IGUATEMI EMPRESA DE SHOPPING CENTERS S.A,2024-12-31,2024,6466894.0,1759518.0,331117.0,35603.0,454985.0,2070030.0,1064876.0,686811.0,0.0,-139901.0,370706.0,-170657.0,426583.0
51218147000193,20494,IGUATEMI EMPRESA DE SHOPPING CENTERS S.A,2025-12-31,2025,7628423.0,2002364.0,445473.0,53575.0,798254.0,2507721.0,1188409.0,850369.0,0.0,-156324.0,569684.0,-99700.0,325442.0
53153938000108,27766,UNIÃO PET PARTICIPAÇÕES S.A.,2023-12-31,2023,2298927.0,755357.0,256017.0,1346076.0,668857.0,0.0,2582827.0,1128674.0,-795183.0,-205036.0,58740.0,-199966.0,310133.0
53153938000108,27766,UNIÃO PET PARTICIPAÇÕES S.A.,2024-12-31,2024,2454914.0,940063.0,253281.0,1353193.0,718728.0,0.0,2737927.0,1175709.0,-856685.0,-246434.0,116793.0,-225911.0,377320.0
53153938000108,27766,UNIÃO PET PARTICIPAÇÕES S.A.,2025-12-31,2025,2723337.0,1169961.0,275264.0,1392233.0,837280.0,0.0,3013799.0,1361214.0,-883819.0,-261122.0,109339.0,-254521.0,532656.0
60500139000126,10472,SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL,2020-12-31,2020,333193.0,145597.0,14860.0,113614.0,213849.0,223861.0,246325.0,76091.0,-113147.0,-63453.0,-419628.0,-46048.0,3935.0
60500139000126,10472,SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL,2021-12-31,2021,246655.0,84018.0,5555.0,80569.0,169258.0,213325.0,88883.0,35346.0,-49418.0,-32511.0,46199.0,-20974.0,-19986.0
60500139000126,10472,SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL,2022-12-31,2022,107602.0,30914.0,7277.0,44260.0,147065.0,38728.0,86582.0,37335.0,-52721.0,-58788.0,115773.0,-15944.0,18468.0
61189288000189,22055,MARISA LOJAS S.A.,2020-12-31,2020,3367654.0,1787275.0,705175.0,133326.0,1463232.0,740827.0,2139417.0,798213.0,-559702.0,-217271.0,-432196.0,-298404.0,129877.0
61189288000189,22055,MARISA LOJAS S.A.,2021-12-31,2021,3423185.0,1777308.0,860755.0,113188.0,1430192.0,811615.0,2525448.0,1181087.0,-648276.0,-230536.0,-71754.0,-276204.0,4457.0
61189288000189,22055,MARISA LOJAS S.A.,2022-12-31,2022,3104952.0,1572060.0,617050.0,86041.0,1441183.0,879547.0,2749921.0,1061228.0,-688585.0,-240442.0,-519382.0,-267725.0,495970.0
61189288000189,22055,MARISA LOJAS S.A.,2023-12-31,2023,2453893.0,961733.0,67519.0,68540.0,1626523.0,473312.0,1646097.0,809456.0,-553415.0,-252494.0,-520753.0,-206917.0,337613.0
61189288000189,22055,MARISA LOJAS S.A.,2024-12-31,2024,1904258.0,576502.0,29793.0,56770.0,884880.0,412803.0,1392169.0,683548.0,-446351.0,-176951.0,-315784.0,-166383.0,-80729.0
61189288000189,22055,MARISA LOJAS S.A.,2025-12-31,2025,2056813.0,565173.0,58595.0,43671.0,925935.0,508055.0,1483225.0,785458.0,-448450.0,-161649.0,-59982.0,-169723.0,-10134.0
61585865000151,5258,RAIA DROGASIL S.A.,2020-12-31,2020,13828088.0,7020490.0,1816456.0,5020465.0,4801303.0,1122250.0,20066840.0,5891132.0,-4256422.0,-679320.0,495533.0,-1148827.0,1477238.0
61585865000151,5258,RAIA DROGASIL S.A.,2021-12-31,2021,14775506.0,7718924.0,2000871.0,5329587.0,5896193.0,891391.0,24127002.0,7206168.0,-4966819.0,-912404.0,764133.0,-1292372.0,1550545.0
61585865000151,5258,RAIA DROGASIL S.A.,2022-12-31,2022,17185306.0,9577068.0,2562521.0,5574857.0,6367168.0,2131548.0,29067380.0,8809468.0,-5805992.0,-1249847.0,1014968.0,-1473204.0,1682255.0
61585865000151,5258,RAIA DROGASIL S.A.,2023-12-31,2023,20094412.0,11561674.0,3499670.0,5937687.0,8079497.0,2526102.0,33973790.0,10207364.0,-6689275.0,-1503526.0,1087143.0,-1661347.0,1785327.0
61585865000151,5258,RAIA DROGASIL S.A.,2024-12-31,2024,22163756.0,12703710.0,3153458.0,6569649.0,9194959.0,2656820.0,38871522.0,11556781.0,-7627819.0,-1570628.0,1211373.0,-1801431.0,2771263.0
61585865000151,5258,RAIA DROGASIL S.A.,2025-12-31,2025,25170475.0,14904448.0,4136996.0,7278928.0,10193900.0,3359618.0,44250449.0,12964888.0,-8719372.0,-1570393.0,1300243.0,-2013044.0,2430654.0
79430682000122,25429,FARMÁCIA E DROGARIA NISSEI S.A.,2020-12-31,2020,1000009.0,514014.0,100149.0,226030.0,675151.0,263305.0,1613151.0,552786.0,-406359.0,-71036.0,-6506.0,-79151.0,53499.0
79430682000122,25429,FARMÁCIA E DROGARIA NISSEI S.A.,2021-12-31,2021,1083363.0,735624.0,121437.0,237752.0,582696.0,422345.0,1860022.0,640192.0,-455871.0,-82448.0,19944.0,-84757.0,96884.0
79430682000122,25429,FARMÁCIA E DROGARIA NISSEI S.A.,2022-12-31,2022,1209106.0,800703.0,172124.0,258595.0,623427.0,500981.0,2207011.0,750293.0,-509779.0,-96973.0,12389.0,-93008.0,55982.0
79430682000122,25429,FARMÁCIA E DROGARIA NISSEI S.A.,2023-12-31,2023,1668841.0,983960.0,199327.0,317856.0,681266.0,730850.0,2549996.0,853789.0,-564494.0,-100360.0,8658.0,-98090.0,-27724.0
79430682000122,25429,FARMÁCIA E DROGARIA NISSEI S.A.,2024-12-31,2024,1941091.0,977963.0,191110.0,567235.0,847511.0,704987.0,3011579.0,953208.0,-702694.0,-100322.0,-39404.0,-104613.0,80298.0
79430682000122,25429,FARMÁCIA E DROGARIA NISSEI S.A.,2025-12-31,2025,1998951.0,1108485.0,165548.0,557552.0,965455.0,716216.0,3484182.0,1131352.0,-827699.0,-117891.0,-47490.0,-140659.0,49965.0
82901000000127,25453,INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA,2020-12-31,2020,2442150.0,2043202.0,531690.0,257453.0,1081371.0,349952.0,2134376.0,700834.0,-260663.0,-142334.0,327956.0,-23411.0,238330.0
82901000000127,25453,INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA,2021-12-31,2021,3555796.0,2955288.0,634869.0,380928.0,1268018.0,312656.0,3087172.0,909276.0,-356114.0,-182955.0,363509.0,-40622.0,-42124.0
82901000000127,25453,INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA,2022-12-31,2022,4987382.0,3821998.0,809169.0,522259.0,1746489.0,851111.0,4232623.0,1201529.0,-511276.0,-225021.0,479248.0,-69648.0,626016.0
82901000000127,25453,INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA,2023-12-31,2023,4888285.0,3613750.0,950998.0,617996.0,1366286.0,801675.0,4103676.0,1277007.0,-560321.0,-238140.0,545558.0,-79240.0,548888.0
82901000000127,25453,INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA,2024-12-31,2024,5569521.0,4076783.0,1213341.0,703527.0,1796371.0,723630.0,4756146.0,1462629.0,-644734.0,-259342.0,528412.0,-97834.0,105173.0
82901000000127,25453,INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA,2025-12-31,2025,5325682.0,3866307.0,1149218.0,697922.0,1598740.0,628151.0,4460379.0,1342581.0,-603887.0,-257488.0,483733.0,-116625.0,920024.0
92012467000170,4537,GRAZZIOTIN S.A.,2021-12-31,2021,1084724.0,528449.0,296968.0,299212.0,222391.0,0.0,613658.0,327832.0,-145617.0,-62159.0,174776.0,-15991.0,-36029.0
92012467000170,4537,GRAZZIOTIN S.A.,2022-12-31,2022,1171754.0,522135.0,259136.0,359178.0,213109.0,0.0,682351.0,371816.0,-182661.0,-74084.0,119071.0,-22502.0,229308.0
92012467000170,4537,GRAZZIOTIN S.A.,2023-12-31,2023,1274618.0,570025.0,248667.0,386385.0,249976.0,0.0,676829.0,351560.0,-209337.0,-68377.0,95652.0,-29358.0,152965.0
92012467000170,4537,GRAZZIOTIN S.A.,2024-12-31,2024,1353420.0,628497.0,258165.0,411340.0,254268.0,0.0,728592.0,384966.0,-222634.0,-69642.0,104649.0,-28012.0,155134.0
92012467000170,4537,GRAZZIOTIN S.A.,2025-12-31,2025,1263495.0,540501.0,224835.0,401480.0,239165.0,0.0,744815.0,399594.0,-231590.0,-74723.0,83855.0,-33414.0,148073.0
92665611000177,9342,DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS,2020-12-31,2020,2194373.0,1376502.0,351565.0,723688.0,677724.0,491590.0,2819110.0,823695.0,-661599.0,-74100.0,56151.0,-117729.0,130983.0
92665611000177,9342,DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS,2021-12-31,2021,2381060.0,1395084.0,399456.0,874106.0,814974.0,501790.0,3225408.0,988599.0,-826441.0,-95179.0,79426.0,-157940.0,131178.0
92665611000177,9342,DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS,2022-12-31,2022,2733126.0,1558547.0,464731.0,1034437.0,1008234.0,601052.0,3990475.0,1242538.0,-1009353.0,-109750.0,86345.0,-184568.0,205480.0
92665611000177,9342,DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS,2023-12-31,2023,3077470.0,1840064.0,560353.0,1080794.0,1134412.0,755791.0,4461017.0,1377208.0,-1102691.0,-132908.0,92905.0,-200154.0,296621.0
92665611000177,9342,DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS,2024-12-31,2024,3377453.0,2012581.0,578004.0,1174066.0,1184660.0,943077.0,4942462.0,1571266.0,-1234979.0,-159860.0,105509.0,-210164.0,224449.0
92665611000177,9342,DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS,2025-12-31,2025,3830510.0,2297587.0,672045.0,1335365.0,1320670.0,1177561.0,5512118.0,1784518.0,-1364776.0,-183483.0,124605.0,-232540.0,473100.0
92754738000162,8133,LOJAS RENNER S.A.,2020-12-31,2020,14642583.0,8896766.0,3811668.0,3854298.0,5633411.0,1966508.0,7537180.0,4313610.0,-2468018.0,-885233.0,1096269.0,-791036.0,608379.0
92754738000162,8133,LOJAS RENNER S.A.,2021-12-31,2021,21411985.0,13984780.0,5412881.0,5085047.0,7954100.0,1381128.0,10571556.0,6172378.0,-3204715.0,-1181073.0,633112.0,-916070.0,1215600.0
92754738000162,8133,LOJAS RENNER S.A.,2022-12-31,2022,21148892.0,13053770.0,6524832.0,5440289.0,7005579.0,1701200.0,13271137.0,7984814.0,-3563412.0,-1535798.0,1291704.0,-1041025.0,1536237.0
92754738000162,8133,LOJAS RENNER S.A.,2023-12-31,2023,20490638.0,12191644.0,6639188.0,5286353.0,7492553.0,836169.0,13647849.0,8220602.0,-3658154.0,-1726176.0,976259.0,-1098363.0,2663364.0
92754738000162,8133,LOJAS RENNER S.A.,2024-12-31,2024,20364590.0,12316659.0,6902933.0,5152988.0,7647557.0,13740.0,14436366.0,8741949.0,-3881212.0,-1847770.0,1196668.0,-1244254.0,2487007.0
92754738000162,8133,LOJAS RENNER S.A.,2025-12-31,2025,19626027.0,11633757.0,7175248.0,5005784.0,6866734.0,358788.0,15829460.0,9767882.0,-4132724.0,-2010546.0,1457566.0,-1290958.0,2801957.0
96418264021802,25038,LOJAS QUERO QUERO S.A.,2020-12-31,2020,2218692.0,1602379.0,646336.0,399608.0,977080.0,207835.0,1621164.0,669803.0,-346436.0,-151780.0,67866.0,-61243.0,43209.0
96418264021802,25038,LOJAS QUERO QUERO S.A.,2021-12-31,2021,2692070.0,1823057.0,833144.0,587631.0,1126606.0,158314.0,2033606.0,793943.0,-429187.0,-188390.0,68227.0,-82340.0,139853.0
96418264021802,25038,LOJAS QUERO QUERO S.A.,2022-12-31,2022,3031361.0,2032988.0,911714.0,679384.0,1074985.0,348944.0,2312668.0,769121.0,-474736.0,-213481.0,-18703.0,-106318.0,236313.0
96418264021802,25038,LOJAS QUERO QUERO S.A.,2023-12-31,2023,3305723.0,2218074.0,1059229.0,657131.0,1307156.0,390008.0,2398127.0,826012.0,-535301.0,-242017.0,19679.0,-124941.0,166481.0
96418264021802,25038,LOJAS QUERO QUERO S.A.,2024-12-31,2024,3702247.0,2639842.0,1251981.0,647127.0,1694929.0,338390.0,2666330.0,928137.0,-581238.0,-267760.0,146.0,-131277.0,323646.0
96418264021802,25038,LOJAS QUERO QUERO S.A.,2025-12-31,2025,3771234.0,2773364.0,1477665.0,614628.0,1727801.0,486858.0,2788412.0,904311.0,-616620.0,-276333.0,-161941.0,-138303.0,158389.0
