CNPJ,CVM,DENOM_CIA,DT_REFER,ANO_REFER,DSRI,GMI,AQI,SGI,DEPI,SGAI,LVGI,TATA,MSCORE,COMPANHIA_ANO,percentil_consensual,posicao,top_3,top_5,top_10,componentes_predominantes
61585865000151,5258,RAIA DROGASIL S.A.,2025-12-31,2025,1.152422990416229,1.0147387619573252,0.910005605895514,1.1383770617471578,0.9933236245296936,0.9826634658568733,1.0069790641350966,-0.0449101973641737,-2.455117045388962,RAIA DROGASIL S.A. (2025),0.10278074866310162,168,False,False,False,DSRI; AQI; DEPI
92754738000162,8133,LOJAS RENNER S.A.,2023-12-31,2023,0.9894402111793884,0.9988890630046529,1.1712303385200644,1.028385812006914,0.9336708207665686,1.0267688753550075,0.9873087448154688,-0.0823354060522664,-2.7891338060223507,LOJAS RENNER S.A. (2023),0.09828877005347593,169,False,False,False,AQI; SGI; LVGI
92754738000162,8133,LOJAS RENNER S.A.,2024-12-31,2024,0.982935490563306,0.9946929253684073,0.9668797060385088,1.0577759176555954,0.8844800566293965,1.0058937576291458,0.9255582204878684,-0.0633618943470013,-2.746772325847876,LOJAS RENNER S.A. (2024),0.09807486631016038,170,False,False,False,LVGI; DEPI; SGI
61585865000151,5258,RAIA DROGASIL S.A.,2024-12-31,2024,0.7875396147394917,1.0105650315505874,1.0098190109232152,1.1441620731746442,1.0159347701991968,0.9812836360873904,1.0131652467205017,-0.070380218948449,-2.865888135067717,RAIA DROGASIL S.A. (2024),0.08609625668449196,171,False,False,False,DSRI; DEPI; GMI
45453214000151,20346,PROFARMA DISTRIB PROD FARMACEUTICOS S.A.,2024-12-31,2024,1.001538835047225,0.994521274905761,0.93933127875331,1.172237715637867,1.080495669258642,0.9987011721629648,1.0306098475058538,-0.0666415846336996,-2.664696153923777,PROFARMA DISTRIB PROD FARMACEUTICOS S.A. (2024),0.08470588235294116,172,False,False,False,DEPI; AQI; SGI
92665611000177,9342,DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS,2022-12-31,2022,0.9403569935359428,0.9843519884030824,1.0913532817361973,1.237200068952517,1.0107462984092446,0.98147272170176,1.0647213784163354,-0.04358928201627,-2.515340153854944,DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS (2022),0.07871657754010694,173,False,False,False,SGI; DEPI; LVGI
04972092000122,26166,GRUPO FARTURA DE HORTIFRUT S.A.,2025-12-31,2025,0.8374896376805707,1.018285749308984,1.1085454489435866,1.0996028506573805,0.9591062523973246,0.9968414911109712,0.9652671747423331,-0.0488253624283962,-2.708412307927744,GRUPO FARTURA DE HORTIFRUT S.A. (2025),0.07593582887700533,174,False,False,False,LVGI; DSRI; AQI
13217485000111,24694,GRUPO SBF S.A.,2024-12-31,2024,1.0835685634340309,0.9655224327296378,1.0078747562814914,1.0233296144574555,1.0011318356246897,1.0203447766798763,1.0016310481201318,-0.059702992421054,-2.6805824542911645,GRUPO SBF S.A. (2024),0.07262032085561497,175,False,False,False,DSRI; SGI; GMI
45453214000151,20346,PROFARMA DISTRIB PROD FARMACEUTICOS S.A.,2021-12-31,2021,0.9326182558807828,0.9843610838906772,0.9827591519892632,1.1700054785863532,1.0559554216914422,1.0073693662672514,1.0175781460201725,-0.0070577109142962,-2.4391727086127526,PROFARMA DISTRIB PROD FARMACEUTICOS S.A. (2021),0.07026737967914437,176,False,False,False,DEPI; TATA; SGI
61585865000151,5258,RAIA DROGASIL S.A.,2021-12-31,2021,0.9161568539988396,0.9829212933391954,0.904386306508862,1.2023319067675828,0.9541535155437668,0.9907021620830364,1.07238988935614,-0.0532240317184399,-2.700680978592496,RAIA DROGASIL S.A. (2021),0.06459893048128337,177,False,False,False,AQI; SGI; LVGI
92665611000177,9342,DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS,2025-12-31,2025,1.0425390789585751,0.9819829500950308,0.9129254355792754,1.1152575376401477,1.0236986846778084,0.9952779080031718,1.0352550581283222,-0.0909787469553662,-2.816425862609613,DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS (2025),0.06427807486631015,178,False,False,False,DEPI; AQI; TATA
51218147000193,20494,IGUATEMI EMPRESA DE SHOPPING CENTERS S.A,2022-12-31,2022,0.8388606762139196,0.9813411472544916,1.105104240682532,1.1628461063437605,0.9868751354477786,1.0390575465541283,1.0444265633997458,-0.0387847004286493,-2.6546075690066275,IGUATEMI EMPRESA DE SHOPPING CENTERS S.A (2022),0.06363636363636364,179,False,False,False,DSRI; SGAI; AQI
61585865000151,5258,RAIA DROGASIL S.A.,2022-12-31,2022,1.063030720552487,0.9855013611153808,1.0123082448581395,1.2047655154171248,0.933700986225558,0.9961533530438456,1.0765227014077177,-0.0388289274569798,-2.4557098859871616,RAIA DROGASIL S.A. (2022),0.045882352941176464,180,False,False,False,SGI; LVGI; DSRI
13217485000111,24694,GRUPO SBF S.A.,2023-12-31,2023,0.8343314055310161,0.9904117199580922,0.9969216576528452,1.116275046891669,0.8918810376334783,0.9871262114416814,0.9954445993286396,-0.0530037505599605,-2.7917383491451138,GRUPO SBF S.A. (2023),0.035401069518716584,181,False,False,False,DSRI; DEPI; LVGI
92665611000177,9342,DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS,2024-12-31,2024,0.9310214391431894,0.9710895583632468,1.1101240344249286,1.1079227001376593,1.02915954301122,1.0189129289215753,1.0256850169842775,-0.0352158860537807,-2.591041638469728,DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS (2024),0.035294117647058816,182,False,False,False,DEPI; AQI; GMI
09813204000116,25852,W2W E-COMMERCE DE VINHOS S.A.,2023-12-31,2023,0.9574490961881296,1.043384236183443,0.964025187728169,1.0516847382853765,0.9301292946566656,1.0009500394407689,1.0504647314384816,-0.0747317491102315,-2.8390413515747794,W2W E-COMMERCE DE VINHOS S.A. (2023),0.03486631016042781,183,False,False,False,GMI; SGI; AQI
45453214000151,20346,PROFARMA DISTRIB PROD FARMACEUTICOS S.A.,2025-12-31,2025,0.9899532443891788,0.98109752116475,0.8949189249054984,1.1277276101348257,1.0283927242491622,0.9908547486748268,1.0301678364123692,-0.0535271543202698,-2.6832235411396854,PROFARMA DISTRIB PROD FARMACEUTICOS S.A. (2025),0.034224598930481284,184,False,False,False,AQI; DEPI; GMI
92754738000162,8133,LOJAS RENNER S.A.,2025-12-31,2025,0.947970979663729,0.9813322685584775,1.0704434892249397,1.0964989388603752,0.9486806699582676,0.9779438722285811,0.9786112587505787,-0.0685004152903692,-2.738814431533356,LOJAS RENNER S.A. (2025),0.014652406417112296,185,False,False,False,LVGI; SGAI; AQI
92665611000177,9342,DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS,2023-12-31,2023,1.0785760545691256,1.008601074680964,0.9924817970425976,1.1179162881611835,0.9689874347631936,0.9876389390480532,1.0431362565447446,-0.0661959336727896,-2.6263013593834823,DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS (2023),0.012085561497326204,186,False,False,False,DSRI; GMI; AQI
13217485000111,24694,GRUPO SBF S.A.,2025-12-31,2025,0.9476409441665794,1.0174729054665297,1.0614986503537729,1.081756485228576,0.971155270931972,1.0021084803266946,1.036410690329599,-0.0329466510321924,-2.590915876090027,GRUPO SBF S.A. (2025),0.007700534759358294,187,False,False,False,GMI; TATA; SGI
