principal,sem_winsorizacao,winsor_2_5,padronizacao_por_ano,max_samples_64,max_samples_n,arvores_200,COMPANHIA_ANO
0.9893048128342252,0.9895721925133685,0.9946524064171122,0.9941176470588236,0.9922459893048128,0.989304812834224,0.9898395721925131,AGROGALAXY PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL (2024)
0.9726203208556156,0.9700534759358289,0.9713903743315508,0.9729946524064171,0.9727272727272727,0.9716577540106952,0.9721925133689838,GRUPO TOKY S.A. (2021)
0.7271657754010693,0.7251336898395722,0.7711229946524065,0.7433155080213905,0.7398395721925135,0.7286096256684492,0.7275401069518714,GRUPO TOKY S.A. - EM RECUPERAÇÃO JUDICIAL (2022)
0.7170053475935826,0.7243315508021391,0.7149732620320854,0.6347593582887702,0.7155080213903744,0.7237967914438502,0.729946524064171,GRUPO TOKY S.A. - EM RECUPERAÇÃO JUDICIAL (2023)
0.938502673796791,0.9259358288770055,0.958288770053476,0.9684491978609628,0.9379679144385028,0.9366310160427807,0.9366310160427807,GRUPO TOKY S.A. - EM RECUPERAÇÃO JUDICIAL (2024)
0.864812834224599,0.840374331550802,0.8679144385026738,0.940374331550802,0.8727272727272727,0.8649732620320856,0.8673796791443852,GRUPO TOKY S.A. - EM RECUPERAÇÃO JUDICIAL (2025)
0.3269518716577541,0.32219251336898397,0.3671122994652406,0.2732620320855615,0.35748663101604283,0.31871657754010696,0.32379679144385026,GRUPO CASAS BAHIA S.A. (2021)
0.2509090909090908,0.25561497326203203,0.26684491978609626,0.28823529411764703,0.2617647058823529,0.2454545454545455,0.2580213903743316,GRUPO CASAS BAHIA S.A. (2022)
0.6068449197860962,0.5860962566844921,0.6032085561497327,0.5858288770053477,0.6045454545454546,0.6032085561497327,0.6109625668449199,GRUPO CASAS BAHIA S.A. (2023)
0.6694117647058824,0.6644385026737968,0.6398395721925134,0.6636363636363637,0.6732620320855616,0.6700534759358289,0.6655080213903742,GRUPO CASAS BAHIA S.A. (2024)
0.7296256684491977,0.7256684491978609,0.6815508021390374,0.7328877005347593,0.7002673796791444,0.7320855614973263,0.7155080213903743,GRUPO CASAS BAHIA S.A. (2025)
0.5671657754010695,0.5545454545454545,0.5542780748663101,0.6064171122994653,0.5657754010695187,0.5636363636363637,0.5668449197860962,RAÍZEN S.A. (2021)
0.840855614973262,0.8462566844919784,0.8759358288770052,0.8550802139037433,0.8401069518716577,0.8398395721925134,0.8422459893048128,RAÍZEN S.A. (2022)
0.2576470588235294,0.2655080213903743,0.2449197860962567,0.27406417112299464,0.24251336898395728,0.2494652406417112,0.2681818181818182,RAÍZEN S.A. (2023)
0.6737967914438506,0.6745989304812834,0.6911764705882353,0.6962566844919785,0.6983957219251336,0.672192513368984,0.6681818181818181,RAÍZEN S.A. (2024)
0.771336898395722,0.7467914438502674,0.7034759358288769,0.8088235294117645,0.7532085561497326,0.7727272727272727,0.7647058823529413,RAÍZEN S.A. (2025)
0.7057754010695187,0.7315508021390374,0.6933155080213904,0.5385026737967914,0.7112299465240641,0.7106951871657754,0.7085561497326203,VIBRA ENERGIA S/A (2021)
0.6889839572192514,0.6911764705882353,0.7358288770053477,0.6663101604278074,0.6973262032085559,0.685561497326203,0.6951871657754011,VIBRA ENERGIA S/A (2022)
0.5743315508021392,0.5815508021390375,0.583422459893048,0.5377005347593584,0.5834224598930481,0.5689839572192514,0.5759358288770053,VIBRA ENERGIA S/A (2023)
0.3483422459893047,0.31443850267379686,0.3395721925133689,0.33983957219251343,0.3382352941176471,0.3398395721925133,0.33048128342245986,VIBRA ENERGIA S/A (2024)
0.4245989304812834,0.41069518716577535,0.4379679144385026,0.5050802139037432,0.4451871657754011,0.4318181818181818,0.3994652406417113,VIBRA ENERGIA S/A (2025)
0.9359358288770052,0.918181818181818,0.9577540106951871,0.9032085561497325,0.9427807486631016,0.9315508021390375,0.937433155080214,INFRACOMMERCE CXAAS S.A. (2021)
0.8497326203208556,0.8387700534759359,0.8713903743315511,0.849197860962567,0.853475935828877,0.8443850267379679,0.8470588235294118,INFRACOMMERCE CXAAS S.A. (2022)
0.4282352941176471,0.4382352941176471,0.4358288770053476,0.4213903743315508,0.41951871657754014,0.4328877005347594,0.43475935828877016,INFRACOMMERCE CXAAS S.A. (2023)
0.9823529411764708,0.9786096256684494,0.9799465240641714,0.9839572192513371,0.9823529411764709,0.9812834224598934,0.981818181818182,INFRACOMMERCE CXAAS S.A. (2024)
0.8939037433155083,0.902941176470588,0.900802139037433,0.936096256684492,0.9010695187165773,0.894652406417112,0.8943850267379678,INFRACOMMERCE CXAAS S.A. (2025)
0.5881283422459893,0.5572192513368985,0.5991978609625669,0.5836898395721926,0.5911764705882352,0.5828877005347594,0.5818181818181818,CENCOSUD BRASIL COMERCIAL S.A. (2021)
0.7632085561497327,0.7414438502673797,0.7427807486631017,0.7689839572192513,0.7649732620320857,0.7628342245989304,0.7574866310160429,CENCOSUD BRASIL COMERCIAL S.A. (2022)
