principal,sem_winsorizacao,winsor_2_5,padronizacao_por_ano,max_samples_64,max_samples_n,arvores_200,COMPANHIA_ANO
0.9300534759358288,0.9302139037433154,0.9320855614973261,0.8935828877005344,0.9363636363636365,0.9245989304812836,0.9296791443850265,SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL (2021)
0.8186096256684487,0.9034759358288771,0.7989304812834224,0.8211229946524062,0.8096256684491976,0.8213903743315509,0.818716577540107,SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL (2022)
0.3742245989304811,0.3649732620320856,0.41524064171122993,0.2574866310160428,0.36363636363636365,0.3791443850267379,0.37433155080213903,MARISA LOJAS S.A. (2021)
0.7074866310160428,0.6823529411764706,0.7066844919786096,0.7390374331550802,0.7248663101604278,0.698663101604278,0.703475935828877,MARISA LOJAS S.A. (2022)
0.89379679144385,0.888770053475936,0.9096256684491977,0.8855614973262032,0.9096256684491978,0.8925133689839573,0.8858288770053475,MARISA LOJAS S.A. (2023)
0.6863101604278075,0.6772727272727271,0.672994652406417,0.7411764705882355,0.6815508021390374,0.6962566844919788,0.6909090909090909,MARISA LOJAS S.A. (2024)
0.622994652406417,0.5935828877005349,0.6096256684491979,0.6836898395721924,0.5981283422459892,0.624331550802139,0.6318181818181818,MARISA LOJAS S.A. (2025)
0.0645989304812833,0.08529411764705883,0.06657754010695185,0.10106951871657754,0.06898395721925132,0.06577540106951871,0.06524064171122994,RAIA DROGASIL S.A. (2021)
0.0458823529411764,0.052941176470588235,0.031818181818181815,0.014438502673796793,0.03716577540106951,0.04304812834224599,0.05240641711229945,RAIA DROGASIL S.A. (2022)
0.1124064171122994,0.1053475935828877,0.10133689839572194,0.18582887700534753,0.10802139037433156,0.11363636363636365,0.10748663101604276,RAIA DROGASIL S.A. (2023)
0.0860962566844919,0.06737967914438502,0.07379679144385026,0.13181818181818183,0.07994652406417113,0.08716577540106951,0.08823529411764705,RAIA DROGASIL S.A. (2024)
0.1027807486631016,0.1088235294117647,0.11176470588235295,0.14251336898395722,0.11711229946524064,0.10614973262032086,0.10267379679144387,RAIA DROGASIL S.A. (2025)
0.4963636363636363,0.6058823529411764,0.45347593582887696,0.48743315508021395,0.4336898395721924,0.4999999999999999,0.4903743315508022,FARMÁCIA E DROGARIA NISSEI S.A. (2021)
0.2263101604278075,0.21764705882352944,0.2441176470588235,0.21203208556149736,0.24064171122994651,0.2267379679144385,0.22326203208556147,FARMÁCIA E DROGARIA NISSEI S.A. (2022)
0.6236363636363635,0.6328877005347592,0.6644385026737968,0.6248663101604278,0.636096256684492,0.6195187165775402,0.6205882352941178,FARMÁCIA E DROGARIA NISSEI S.A. (2023)
0.6067379679144383,0.5885026737967914,0.6390374331550803,0.6887700534759359,0.6000000000000001,0.6002673796791445,0.5925133689839572,FARMÁCIA E DROGARIA NISSEI S.A. (2024)
0.3765775401069519,0.3585561497326203,0.41978609625668445,0.4759358288770052,0.38315508021390365,0.38048128342245985,0.4002673796791444,FARMÁCIA E DROGARIA NISSEI S.A. (2025)
0.7373262032085564,0.7417112299465242,0.7323529411764707,0.6780748663101603,0.7366310160427807,0.7395721925133691,0.7355614973262032,INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA (2021)
0.7494117647058823,0.7663101604278075,0.774331550802139,0.7398395721925135,0.7574866310160427,0.7465240641711232,0.7510695187165776,INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA (2022)
0.5192513368983956,0.5181818181818181,0.5232620320855614,0.46871657754010687,0.5342245989304815,0.5149732620320855,0.5254010695187167,INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA (2023)
0.2571122994652405,0.2518716577540107,0.2286096256684492,0.40828877005347597,0.2425133689839572,0.26711229946524073,0.24598930481283424,INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA (2024)
0.2664171122994652,0.282620320855615,0.24759358288770056,0.3858288770053476,0.2526737967914438,0.26711229946524073,0.2810160427807486,INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA (2025)
0.3434224598930481,0.3323529411764707,0.3371657754010695,0.32727272727272727,0.3529411764705882,0.34866310160427805,0.3609625668449198,GRAZZIOTIN S.A. (2022)
0.2203208556149732,0.22406417112299465,0.23556149732620318,0.14625668449197862,0.23021390374331552,0.21577540106951867,0.23262032085561493,GRAZZIOTIN S.A. (2023)
0.1592513368983957,0.14973262032085563,0.16818181818181824,0.17540106951871653,0.16524064171122999,0.15454545454545457,0.1502673796791444,GRAZZIOTIN S.A. (2024)
0.1467379679144385,0.1435828877005348,0.14732620320855613,0.24973262032085558,0.13529411764705884,0.14705882352941177,0.1596256684491979,GRAZZIOTIN S.A. (2025)
0.1151871657754011,0.12807486631016043,0.13663101604278077,0.09037433155080213,0.1304812834224599,0.12112299465240643,0.11791443850267383,DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS (2021)
0.0787165775401069,0.08582887700534758,0.05668449197860962,0.03449197860962566,0.06310160427807487,0.07245989304812835,0.08529411764705884,DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS (2022)
0.0120855614973262,0.01122994652406417,0.010962566844919783,0.05106951871657754,0.01283422459893048,0.011229946524064168,0.014973262032085561,DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS (2023)
0.0352941176470588,0.0304812834224599,0.039572192513368985,0.07139037433155082,0.03850267379679144,0.03368983957219251,0.03342245989304813,DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS (2024)
0.0642780748663101,0.06577540106951871,0.07727272727272727,0.08128342245989303,0.07540106951871658,0.06283422459893048,0.06336898395721925,DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS (2025)
0.5549732620320854,0.5636363636363636,0.5593582887700534,0.42566844919786107,0.5614973262032086,0.554812834224599,0.558288770053476,LOJAS RENNER S.A. (2021)
0.2189304812834224,0.23155080213903748,0.21122994652406418,0.13155080213903744,0.2072192513368984,0.21631016042780749,0.22700534759358287,LOJAS RENNER S.A. (2022)
0.0982887700534759,0.1053475935828877,0.0997326203208556,0.00855614973262032,0.08796791443850269,0.09786096256684493,0.09786096256684493,LOJAS RENNER S.A. (2023)
0.0980748663101603,0.0997326203208556,0.08529411764705883,0.17272727272727267,0.09732620320855614,0.09491978609625668,0.10721925133689839,LOJAS RENNER S.A. (2024)
0.0146524064171122,0.014438502673796792,0.013368983957219254,0.05721925133689839,0.013368983957219253,0.016042780748663103,0.017379679144385027,LOJAS RENNER S.A. (2025)
0.3264171122994653,0.31390374331550797,0.31844919786096254,0.24411764705882355,0.32486631016042783,0.32245989304812833,0.3435828877005348,LOJAS QUERO QUERO S.A. (2021)
0.3056684491978609,0.2863636363636364,0.3363636363636363,0.3649732620320855,0.3160427807486631,0.3082887700534759,0.3184491978609626,LOJAS QUERO QUERO S.A. (2022)
0.3125133689839572,0.3018716577540107,0.3368983957219251,0.23449197860962565,0.3264705882352941,0.3002673796791444,0.30909090909090914,LOJAS QUERO QUERO S.A. (2023)
0.1084491978609625,0.11684491978609626,0.1294117647058824,0.17994652406417114,0.11764705882352944,0.11042780748663102,0.10989304812834222,LOJAS QUERO QUERO S.A. (2024)
0.2105882352941175,0.1983957219251337,0.2262032085561497,0.25347593582887706,0.2299465240641712,0.20909090909090908,0.2106951871657754,LOJAS QUERO QUERO S.A. (2025)
