CNPJ,DT_REFER,TIPO_RELATORIO,ANO,VERSAO,ANO_REFER
00000000000191,2021-12-31,Sem Ressalva,2021,2,2021
00000208000100,2021-12-31,Sem Ressalva,2021,3,2021
00001180000126,2021-12-31,Sem Ressalva,2021,1,2021
00070698000111,2021-12-31,Sem Ressalva,2021,2,2021
00080671000100,2021-12-31,Sem Ressalva,2021,1,2021
00192769000159,2021-12-31,Sem Ressalva,2021,1,2021
00194724000113,2021-12-31,Sem Ressalva,2021,2,2021
00242184000104,2021-12-31,Sem Ressalva,2021,1,2021
00272185000193,2021-12-31,Sem Ressalva,2021,1,2021
00336701000104,2021-12-31,Sem Ressalva,2021,1,2021
00359742000108,2021-12-31,Sem Ressalva,2021,1,2021
00383281000109,2021-12-31,Sem Ressalva,2021,1,2021
00389481000179,2021-12-31,Sem Ressalva,2021,1,2021
00416968000101,2021-12-31,Sem Ressalva,2021,3,2021
00545378000170,2021-12-31,Sem Ressalva,2021,1,2021
00622416000141,2021-12-31,Sem Ressalva,2021,1,2021
00644907000193,2021-12-31,Sem Ressalva,2021,1,2021
00743065000127,2021-12-31,Sem Ressalva,2021,1,2021
00776574000156,2021-12-31,Sem Ressalva,2021,1,2021
00864214000106,2021-12-31,Sem Ressalva,2021,5,2021
00897864000158,2021-12-31,Com Ressalva,2021,1,2021
00924429000175,2021-12-31,Sem Ressalva,2021,1,2021
00938574000105,2021-12-31,Sem Ressalva,2021,1,2021
00974211000125,2021-12-31,Sem Ressalva,2021,1,2021
00979969000156,2021-12-31,Sem Ressalva,2021,1,2021
01027058000191,2021-12-31,Sem Ressalva,2021,2,2021
01083200000118,2021-12-31,Sem Ressalva,2021,1,2021
01104937000170,2021-12-31,Sem Ressalva,2021,5,2021
01107327000120,2021-12-31,Sem Ressalva,2021,1,2021
01258944000126,2021-12-31,Sem Ressalva,2021,1,2021
01319044000141,2021-12-31,Sem Ressalva,2021,1,2021
01417222000177,2021-12-31,Sem Ressalva,2021,1,2021
01468594000122,2021-12-31,Sem Ressalva,2021,1,2021
01543032000104,2021-12-31,Sem Ressalva,2021,1,2021
01545826000107,2021-12-31,Sem Ressalva,2021,1,2021
01548981000179,2021-12-31,Sem Ressalva,2021,1,2021
01599101000193,2021-12-31,Sem Ressalva,2021,1,2021
01616929000102,2021-12-31,Sem Ressalva,2021,3,2021
01838723000127,2021-12-31,Sem Ressalva,2021,1,2021
01851771000155,2021-12-31,Sem Ressalva,2021,2,2021
01896779000138,2021-12-31,Sem Ressalva,2021,2,2021
01917818000136,2021-12-31,Sem Ressalva,2021,1,2021
01938783000111,2021-12-31,Sem Ressalva,2021,1,2021
01957772000189,2021-12-31,Sem Ressalva,2021,1,2021
01968293000168,2021-12-31,Sem Ressalva,2021,1,2021
01971614000183,2021-12-31,Sem Ressalva,2021,1,2021
01989044000159,2021-12-31,Sem Ressalva,2021,2,2021
02016440000162,2021-12-31,Sem Ressalva,2021,1,2021
02041460000193,2021-12-31,Sem Ressalva,2021,1,2021
02062747000108,2021-12-31,Sem Ressalva,2021,1,2021
02105040000123,2021-12-31,Sem Ressalva,2021,1,2021
02149205000169,2021-12-31,Sem Ressalva,2021,1,2021
02162616000194,2021-12-31,Negativa de Opinião,2021,1,2021
02193750000152,2021-12-31,Sem Ressalva,2021,1,2021
02201787000185,2021-12-31,Sem Ressalva,2021,1,2021
02217319000107,2021-12-31,Sem Ressalva,2021,1,2021
02255187000108,2021-12-31,Sem Ressalva,2021,1,2021
02258422000197,2021-12-31,Sem Ressalva,2021,1,2021
02281836000137,2021-12-31,Sem Ressalva,2021,2,2021
02286479000108,2021-12-31,Sem Ressalva,2021,1,2021
02291077000193,2021-12-31,Sem Ressalva,2021,1,2021
02302100000106,2021-12-31,Sem Ressalva,2021,1,2021
02302101000142,2021-12-31,Sem Ressalva,2021,1,2021
02328280000197,2021-12-31,Sem Ressalva,2021,1,2021
02338534000158,2021-12-31,Sem Ressalva,2021,1,2021
02351144000118,2021-12-31,Sem Ressalva,2021,1,2021
02351877000152,2021-12-31,Sem Ressalva,2021,2,2021
02357251000153,2021-12-31,Sem Ressalva,2021,1,2021
02365069000144,2021-12-31,Sem Ressalva,2021,1,2021
02382073000110,2021-12-31,Sem Ressalva,2021,1,2021
02387241000160,2021-12-31,Sem Ressalva,2021,1,2021
02397080000196,2021-12-31,Sem Ressalva,2021,1,2021
02415408000150,2021-12-31,Sem Ressalva,2021,1,2021
02421421000111,2021-12-31,Sem Ressalva,2021,2,2021
02429144000193,2021-12-31,Sem Ressalva,2021,1,2021
02451848000162,2021-12-31,Sem Ressalva,2021,1,2021
02474103000119,2021-12-31,Sem Ressalva,2021,1,2021
02502844000166,2021-12-31,Sem Ressalva,2021,1,2021
02509186000134,2021-12-31,Sem Ressalva,2021,1,2021
02509491000126,2021-12-31,Sem Ressalva,2021,1,2021
02558157000162,2021-12-31,Sem Ressalva,2021,1,2021
02560878000107,2021-12-31,Sem Ressalva,2021,1,2021
02591787000139,2021-12-31,Sem Ressalva,2021,1,2021
02600854000134,2021-12-31,Sem Ressalva,2021,1,2021
02635522000195,2021-03-31,Sem Ressalva,2021,1,2021
02643896000152,2021-12-31,Sem Ressalva,2021,1,2021
02664042000152,2021-12-31,Sem Ressalva,2021,1,2021
02682287000102,2021-12-31,Sem Ressalva,2021,1,2021
02724983000134,2021-12-31,Sem Ressalva,2021,1,2021
02736470000143,2021-12-31,Sem Ressalva,2021,1,2021
02762113000150,2021-12-31,Sem Ressalva,2021,1,2021
02762121000104,2021-12-31,Sem Ressalva,2021,1,2021
02762124000130,2021-12-31,Sem Ressalva,2021,2,2021
02773542000122,2021-12-31,Sem Ressalva,2021,2,2021
02783423000150,2021-12-31,Sem Ressalva,2021,1,2021
02796775000140,2021-12-31,Sem Ressalva,2021,1,2021
02800026000140,2021-12-31,Sem Ressalva,2021,1,2021
02846056000197,2021-12-31,Sem Ressalva,2021,1,2021
02860694000162,2021-12-31,Sem Ressalva,2021,1,2021
02916265000160,2021-12-31,Sem Ressalva,2021,1,2021
02919555000167,2021-12-31,Sem Ressalva,2021,2,2021
02932074000191,2021-12-31,Sem Ressalva,2021,1,2021
02950811000189,2021-12-31,Sem Ressalva,2021,1,2021
02992449000109,2021-12-31,Sem Ressalva,2021,1,2021
02998301000181,2021-12-31,Sem Ressalva,2021,1,2021
02998611000104,2021-12-31,Sem Ressalva,2021,1,2021
03014553000191,2021-12-31,Sem Ressalva,2021,1,2021
03025305000146,2021-12-31,Sem Ressalva,2021,1,2021
03207703000183,2021-12-31,Sem Ressalva,2021,1,2021
03220438000173,2021-12-31,Sem Ressalva,2021,2,2021
03303999000136,2021-12-31,Com Ressalva,2021,1,2021
03342704000130,2021-12-31,Sem Ressalva,2021,3,2021
03378521000175,2021-12-31,Sem Ressalva,2021,1,2021
03467321000199,2021-12-31,Sem Ressalva,2021,2,2021
03494776000101,2021-12-31,Sem Ressalva,2021,1,2021
03538833000107,2021-12-31,Sem Ressalva,2021,1,2021
03758318000124,2021-12-31,Sem Ressalva,2021,1,2021
03767538000114,2021-12-31,Sem Ressalva,2021,1,2021
03795050000109,2021-12-31,Sem Ressalva,2021,1,2021
03802115000198,2021-12-31,Sem Ressalva,2021,1,2021
03818379000130,2021-12-31,Sem Ressalva,2021,1,2021
03820456000196,2021-12-31,Sem Ressalva,2021,1,2021
03847461000192,2021-12-31,Sem Ressalva,2021,1,2021
03853896000140,2021-12-31,Sem Ressalva,2021,1,2021
03953509000147,2021-12-31,Sem Ressalva,2021,1,2021
03983431000103,2021-12-31,Sem Ressalva,2021,1,2021
04030182000102,2021-12-31,Sem Ressalva,2021,1,2021
04031213000131,2021-12-31,Sem Ressalva,2021,1,2021
04032433000180,2021-12-31,Sem Ressalva,2021,1,2021
04038763000182,2021-12-31,Sem Ressalva,2021,1,2021
04065791000199,2021-12-31,Sem Ressalva,2021,1,2021
04069709000102,2021-12-31,Sem Ressalva,2021,1,2021
04089570000150,2021-12-31,Sem Ressalva,2021,1,2021
04149454000180,2021-12-31,Sem Ressalva,2021,3,2021
04172213000151,2021-12-31,Sem Ressalva,2021,1,2021
04200649000107,2021-12-31,Sem Ressalva,2021,1,2021
04233319000118,2021-12-31,Sem Ressalva,2021,1,2021
04368865000166,2021-12-31,Sem Ressalva,2021,1,2021
04368898000106,2021-12-31,Sem Ressalva,2021,1,2021
04370282000170,2021-12-31,Sem Ressalva,2021,1,2021
04423567000121,2021-12-31,Sem Ressalva,2021,1,2021
04437534000130,2021-12-31,Sem Ressalva,2021,1,2021
04739720000124,2021-12-31,Sem Ressalva,2021,1,2021
04752991000110,2021-12-31,Sem Ressalva,2021,1,2021
04821041000108,2021-12-31,Sem Ressalva,2021,1,2021
04895728000180,2021-12-31,Sem Ressalva,2021,2,2021
04902979000144,2021-12-31,Sem Ressalva,2021,1,2021
04912242000102,2021-12-31,Com Ressalva,2021,1,2021
04913711000108,2021-12-31,Sem Ressalva,2021,2,2021
04972092000122,2021-12-31,Sem Ressalva,2021,1,2021
04986320000113,2021-12-31,Sem Ressalva,2021,1,2021
04992714000184,2021-12-31,Sem Ressalva,2021,1,2021
05197443000138,2021-12-31,Sem Ressalva,2021,1,2021
05303439000107,2021-12-31,Sem Ressalva,2021,1,2021
05336882000184,2021-12-31,Sem Ressalva,2021,1,2021
05347060000107,2021-12-31,Sem Ressalva,2021,1,2021
05878397000132,2021-12-31,Sem Ressalva,2021,1,2021
05889284000132,2021-12-31,Sem Ressalva,2021,1,2021
05917486000140,2021-12-31,Sem Ressalva,2021,1,2021
06016348000153,2021-12-31,Sem Ressalva,2021,1,2021
06047087000139,2021-12-31,Sem Ressalva,2021,1,2021
06057223000171,2021-12-31,Sem Ressalva,2021,1,2021
06164253000187,2021-12-31,Sem Ressalva,2021,1,2021
06272793000184,2021-12-31,Sem Ressalva,2021,3,2021
06347409000165,2021-12-31,Sem Ressalva,2021,1,2021
06626253000151,2021-12-31,Sem Ressalva,2021,1,2021
06977745000191,2021-12-31,Sem Ressalva,2021,2,2021
06977751000149,2021-12-31,Sem Ressalva,2021,2,2021
06981176000158,2021-12-31,Sem Ressalva,2021,1,2021
06981180000116,2021-12-31,Sem Ressalva,2021,1,2021
06981381000113,2021-03-31,Sem Ressalva,2021,1,2021
07040108000157,2021-12-31,Sem Ressalva,2021,1,2021
07043628000113,2021-12-31,Sem Ressalva,2021,1,2021
07047251000170,2021-12-31,Sem Ressalva,2021,1,2021
07119838000148,2021-12-31,Sem Ressalva,2021,1,2021
07206816000115,2021-12-31,Sem Ressalva,2021,1,2021
07237373000120,2021-12-31,Sem Ressalva,2021,1,2021
07253321000147,2021-12-31,Sem Ressalva,2021,1,2021
07275159000168,2021-12-31,Sem Ressalva,2021,1,2021
07282377000120,2021-12-31,Sem Ressalva,2021,1,2021
07334600000135,2021-12-31,Sem Ressalva,2021,1,2021
07401436000131,2021-12-31,Sem Ressalva,2021,1,2021
07415333000120,2021-12-31,Sem Ressalva,2021,3,2021
07437016000105,2021-12-31,Sem Ressalva,2021,2,2021
07526557000100,2021-12-31,Sem Ressalva,2021,1,2021
07587384000130,2021-12-31,Sem Ressalva,2021,1,2021
07594978000178,2021-12-31,Sem Ressalva,2021,2,2021
07628528000159,2021-06-30,Sem Ressalva,2021,1,2021
07636657000199,2021-12-31,Sem Ressalva,2021,1,2021
07659538000151,2021-12-31,Sem Ressalva,2021,1,2021
07689002000189,2021-12-31,Sem Ressalva,2021,1,2021
07704246000193,2021-12-31,Sem Ressalva,2021,2,2021
07718269000157,2021-12-31,Sem Ressalva,2021,1,2021
07802794000156,2021-12-31,Sem Ressalva,2021,1,2021
07816890000153,2021-12-31,Sem Ressalva,2021,1,2021
07820907000146,2021-12-31,Sem Ressalva,2021,1,2021
07823262000103,2021-12-31,Sem Ressalva,2021,1,2021
07857093000114,2021-12-31,Sem Ressalva,2021,1,2021
07857850000150,2021-12-31,Sem Ressalva,2021,2,2021
07859510000168,2021-12-31,Sem Ressalva,2021,1,2021
07859971000130,2021-12-31,Sem Ressalva,2021,2,2021
07882930000165,2021-12-31,Sem Ressalva,2021,1,2021
07950674000104,2021-12-31,Negativa de Opinião,2021,1,2021
07976147000160,2021-12-31,Sem Ressalva,2021,1,2021
08065557000112,2021-12-31,Sem Ressalva,2021,1,2021
08070508000178,2021-03-31,Sem Ressalva,2021,1,2021
08078847000109,2021-12-31,Sem Ressalva,2021,1,2021
08159965000133,2021-12-31,Sem Ressalva,2021,1,2021
08170849000115,2021-12-31,Sem Ressalva,2021,1,2021
08213823000107,2021-12-31,Sem Ressalva,2021,1,2021
08294224000165,2021-12-31,Sem Ressalva,2021,1,2021
08312229000173,2021-12-31,Sem Ressalva,2021,1,2021
08322396000103,2021-03-31,Sem Ressalva,2021,1,2021
08324196000181,2021-12-31,Sem Ressalva,2021,1,2021
08343492000120,2021-12-31,Sem Ressalva,2021,2,2021
08364948000138,2021-12-31,Sem Ressalva,2021,1,2021
08397078000101,2021-12-31,Sem Ressalva,2021,1,2021
08402943000152,2021-12-31,Sem Ressalva,2021,1,2021
08424178000171,2021-12-31,Sem Ressalva,2021,2,2021
08439659000150,2021-12-31,Sem Ressalva,2021,1,2021
08467115000100,2021-12-31,Sem Ressalva,2021,2,2021
08493364000162,2021-03-31,Sem Ressalva,2021,1,2021
08534605000174,2021-12-31,Sem Ressalva,2021,1,2021
08560444000193,2021-12-31,Sem Ressalva,2021,2,2021
08574411000100,2021-12-31,Sem Ressalva,2021,1,2021
08613550000198,2021-12-31,Sem Ressalva,2021,2,2021
08764621000153,2021-12-31,Sem Ressalva,2021,1,2021
08769451000108,2021-12-31,Sem Ressalva,2021,1,2021
08773135000100,2021-12-31,Sem Ressalva,2021,2,2021
08773191000136,2021-12-31,Sem Ressalva,2021,2,2021
08795211000170,2021-12-31,Sem Ressalva,2021,1,2021
08797760000183,2021-12-31,Sem Ressalva,2021,2,2021
08801621000186,2021-12-31,Sem Ressalva,2021,2,2021
08807432000110,2021-12-31,Sem Ressalva,2021,1,2021
08810422000134,2021-12-31,Sem Ressalva,2021,1,2021
08811643000127,2021-12-31,Sem Ressalva,2021,1,2021
08822767000108,2021-12-31,Sem Ressalva,2021,1,2021
08827501000158,2021-12-31,Sem Ressalva,2021,1,2021
08873873000110,2021-12-31,Sem Ressalva,2021,1,2021
08902291000115,2021-12-31,Sem Ressalva,2021,1,2021
08926302000105,2021-12-31,Sem Ressalva,2021,2,2021
08935054000150,2021-12-31,Sem Ressalva,2021,1,2021
08937002000113,2021-12-31,Sem Ressalva,2021,1,2021
09041168000110,2021-12-31,Sem Ressalva,2021,1,2021
09042817000105,2021-12-31,Sem Ressalva,2021,1,2021
09053134000145,2021-12-31,Sem Ressalva,2021,1,2021
09054385000144,2021-12-31,Com Ressalva,2021,1,2021
09074183000164,2021-12-31,Sem Ressalva,2021,1,2021
09095183000140,2021-12-31,Sem Ressalva,2021,1,2021
09112685000132,2021-12-31,Sem Ressalva,2021,1,2021
09114805000130,2021-12-31,Sem Ressalva,2021,2,2021
09116278000101,2021-12-31,Com Ressalva,2021,1,2021
09146451000106,2021-12-31,Sem Ressalva,2021,1,2021
09149503000106,2021-12-31,Sem Ressalva,2021,1,2021
09229201000130,2021-12-31,Sem Ressalva,2021,1,2021
09257877000137,2021-12-31,Sem Ressalva,2021,1,2021
09267996000170,2021-12-31,Sem Ressalva,2021,1,2021
09288252000132,2021-12-31,Sem Ressalva,2021,1,2021
09295063000197,2021-12-31,Sem Ressalva,2021,1,2021
09304427000158,2021-12-31,Sem Ressalva,2021,1,2021
09305994000129,2021-12-31,Sem Ressalva,2021,1,2021
09313969000197,2021-12-31,Sem Ressalva,2021,1,2021
09324949000111,2021-12-31,Sem Ressalva,2021,1,2021
09325109000173,2021-12-31,Sem Ressalva,2021,1,2021
09326342000170,2021-12-31,Sem Ressalva,2021,1,2021
09336431000106,2021-12-31,Sem Ressalva,2021,1,2021
09346601000125,2021-12-31,Sem Ressalva,2021,1,2021
09347516000181,2021-12-31,Sem Ressalva,2021,1,2021
09359927000197,2021-12-31,Sem Ressalva,2021,1,2021
09391823000160,2021-12-31,Sem Ressalva,2021,1,2021
09414761000164,2021-12-31,Sem Ressalva,2021,2,2021
09527023000123,2021-12-31,Sem Ressalva,2021,1,2021
09538973000153,2021-12-31,Sem Ressalva,2021,1,2021
09584854000137,2021-12-31,Sem Ressalva,2021,1,2021
09611768000176,2021-12-31,Sem Ressalva,2021,3,2021
09625321000156,2021-12-31,Sem Ressalva,2021,1,2021
09813204000116,2021-12-31,Sem Ressalva,2021,1,2021
10139870000108,2021-12-31,Sem Ressalva,2021,1,2021
10215988000160,2021-12-31,Sem Ressalva,2021,1,2021
10234027000100,2021-12-31,Sem Ressalva,2021,1,2021
10240186000100,2021-12-31,Sem Ressalva,2021,1,2021
10285590000108,2021-12-31,Sem Ressalva,2021,1,2021
10319900000150,2021-12-31,Sem Ressalva,2021,1,2021
10324624000118,2021-12-31,Sem Ressalva,2021,1,2021
10338320000100,2021-12-31,Sem Ressalva,2021,1,2021
10440482000154,2021-12-31,Sem Ressalva,2021,1,2021
10452416000102,2021-12-31,Sem Ressalva,2021,1,2021
10464223000163,2021-12-31,Sem Ressalva,2021,1,2021
10488244000119,2021-12-31,Sem Ressalva,2021,1,2021
10502676000137,2021-12-31,Sem Ressalva,2021,1,2021
10531501000158,2021-12-31,Sem Ressalva,2021,1,2021
10571175000102,2021-12-31,Sem Ressalva,2021,1,2021
10608405000160,2021-12-31,Sem Ressalva,2021,1,2021
10629105000168,2021-12-31,Sem Ressalva,2021,1,2021
10635691000153,2021-12-31,Sem Ressalva,2021,1,2021
10647979000148,2021-12-31,Sem Ressalva,2021,1,2021
10670314000155,2021-12-31,Sem Ressalva,2021,2,2021
10678505000163,2021-12-31,Negativa de Opinião,2021,1,2021
10739356000103,2021-12-31,Sem Ressalva,2021,2,2021
10753164000143,2021-12-31,Sem Ressalva,2021,1,2021
10760260000119,2021-12-31,Sem Ressalva,2021,1,2021
10807374000177,2021-12-31,Sem Ressalva,2021,2,2021
10835932000108,2021-12-31,Sem Ressalva,2021,1,2021
10841050000155,2021-12-31,Sem Ressalva,2021,1,2021
10851805000100,2021-12-31,Sem Ressalva,2021,1,2021
11257352000143,2021-12-31,Sem Ressalva,2021,1,2021
11274829000107,2021-12-31,Sem Ressalva,2021,1,2021
11284204000118,2021-12-31,Sem Ressalva,2021,1,2021
11421994000136,2021-12-31,Sem Ressalva,2021,2,2021
11669021000110,2021-12-31,Sem Ressalva,2021,2,2021
11716471000117,2021-12-31,Sem Ressalva,2021,1,2021
11721921000160,2021-12-31,Sem Ressalva,2021,1,2021
11725176000127,2021-12-31,Sem Ressalva,2021,4,2021
11992680000193,2021-12-31,Sem Ressalva,2021,1,2021
12049631000184,2021-12-31,Sem Ressalva,2021,1,2021
12091809000155,2021-12-31,Sem Ressalva,2021,1,2021
12104241000402,2021-12-31,Sem Ressalva,2021,1,2021
12108897000150,2021-12-31,Sem Ressalva,2021,2,2021
12130744000100,2021-12-31,Sem Ressalva,2021,1,2021
12139922000163,2021-12-31,Sem Ressalva,2021,1,2021
12181987000177,2021-12-31,Sem Ressalva,2021,1,2021
12261588000116,2021-12-31,Sem Ressalva,2021,1,2021
12300288000107,2021-12-31,Sem Ressalva,2021,1,2021
12320349000190,2021-12-31,Sem Ressalva,2021,1,2021
12420164000157,2021-12-31,Sem Ressalva,2021,2,2021
12489315000123,2021-12-31,Sem Ressalva,2021,1,2021
12528708000107,2021-12-31,Sem Ressalva,2021,1,2021
12592831000189,2021-12-31,Sem Ressalva,2021,1,2021
12648266000124,2021-12-31,Sem Ressalva,2021,1,2021
12648327000153,2021-12-31,Sem Ressalva,2021,1,2021
12919786000124,2021-12-31,Sem Ressalva,2021,1,2021
12979898000170,2021-12-31,Sem Ressalva,2021,1,2021
13009717000146,2021-12-31,Sem Ressalva,2021,1,2021
13017462000163,2021-12-31,Sem Ressalva,2021,1,2021
13217485000111,2021-12-31,Sem Ressalva,2021,1,2021
13270520000166,2021-12-31,Sem Ressalva,2021,1,2021
13349677000181,2021-12-31,Sem Ressalva,2021,1,2021
13444994000187,2021-12-31,Com Ressalva,2021,1,2021
13457942000145,2021-12-31,Sem Ressalva,2021,1,2021
13522948000159,2021-12-31,Sem Ressalva,2021,1,2021
13574594000196,2021-12-31,Sem Ressalva,2021,1,2021
13584310000142,2021-12-31,Sem Ressalva,2021,1,2021
13783221000478,2021-12-31,Sem Ressalva,2021,2,2021
14110585000107,2021-12-31,Sem Ressalva,2021,1,2021
14127813000151,2021-12-31,Sem Ressalva,2021,1,2021
14191427000129,2021-12-31,Sem Ressalva,2021,1,2021
14388334000199,2021-12-31,Sem Ressalva,2021,1,2021
14776142000150,2021-12-31,Sem Ressalva,2021,1,2021
14785152000151,2021-12-31,Sem Ressalva,2021,1,2021
14807945000124,2021-12-31,Sem Ressalva,2021,1,2021
14876090000193,2021-12-31,Sem Ressalva,2021,1,2021
14882295000181,2021-12-31,Sem Ressalva,2021,2,2021
14998371000119,2021-12-31,Sem Ressalva,2021,1,2021
15073274000188,2021-12-31,Sem Ressalva,2021,2,2021
15090690000194,2021-12-31,Sem Ressalva,2021,1,2021
15101405000193,2021-12-31,Sem Ressalva,2021,1,2021
15115504000124,2021-12-31,Sem Ressalva,2021,1,2021
15139629000194,2021-12-31,Sem Ressalva,2021,1,2021
15141799000103,2021-12-31,Sem Ressalva,2021,1,2021
15144017000190,2021-12-31,Sem Ressalva,2021,2,2021
15229110000105,2021-12-31,Sem Ressalva,2021,1,2021
15377572000161,2021-12-31,Com Ressalva,2021,1,2021
15413826000150,2021-12-31,Sem Ressalva,2021,1,2021
15484093000144,2021-12-31,Sem Ressalva,2021,1,2021
15494541000190,2021-12-31,Sem Ressalva,2021,1,2021
15527906000136,2021-03-31,Sem Ressalva,2021,2,2021
15578569000106,2021-12-31,Sem Ressalva,2021,1,2021
15675715000111,2021-12-31,Sem Ressalva,2021,1,2021
15688041000190,2021-12-31,Sem Ressalva,2021,1,2021
16233389000155,2021-12-31,Sem Ressalva,2021,1,2021
16234171000115,2021-12-31,Sem Ressalva,2021,1,2021
16404287000155,2021-12-31,Sem Ressalva,2021,1,2021
16590234000176,2021-12-31,Sem Ressalva,2021,2,2021
16614075000100,2021-12-31,Sem Ressalva,2021,1,2021
16670085000155,2021-12-31,Sem Ressalva,2021,1,2021
16676520000159,2021-12-31,Sem Ressalva,2021,1,2021
16811931000100,2021-12-31,Sem Ressalva,2021,2,2021
16838421000126,2021-12-31,Sem Ressalva,2021,1,2021
16922038000151,2021-12-31,Sem Ressalva,2021,1,2021
17155730000164,2021-12-31,Sem Ressalva,2021,1,2021
17159005000164,2021-12-31,Sem Ressalva,2021,1,2021
17159229000176,2021-12-31,Sem Ressalva,2021,2,2021
17161241000115,2021-12-31,Sem Ressalva,2021,1,2021
17162082000173,2021-12-31,Negativa de Opinião,2021,1,2021
17167396000169,2021-12-31,Sem Ressalva,2021,1,2021
17167412000113,2021-12-31,Sem Ressalva,2021,1,2021
17184037000110,2021-12-31,Sem Ressalva,2021,3,2021
17193806000146,2021-12-31,Sem Ressalva,2021,1,2021
17234244000131,2021-12-31,Sem Ressalva,2021,1,2021
17245234000100,2021-12-31,Sem Ressalva,2021,2,2021
17281106000103,2021-12-31,Com Ressalva,2021,3,2021
17314329000120,2021-12-31,Sem Ressalva,2021,1,2021
17344597000194,2021-12-31,Sem Ressalva,2021,1,2021
17359233000188,2021-12-31,Sem Ressalva,2021,1,2021
17943792000130,2021-12-31,Sem Ressalva,2021,1,2021
18174270000184,2021-12-31,Sem Ressalva,2021,2,2021
18328118000109,2021-12-31,Sem Ressalva,2021,2,2021
18483666000103,2021-12-31,Sem Ressalva,2021,1,2021
18494485000182,2021-12-31,Sem Ressalva,2021,1,2021
18572225000188,2021-12-31,Sem Ressalva,2021,1,2021
18593815000197,2021-12-31,Sem Ressalva,2021,1,2021
18903785000178,2021-12-31,Sem Ressalva,2021,1,2021
19014221000147,2021-12-31,Sem Ressalva,2021,1,2021
19208022000170,2021-12-31,Sem Ressalva,2021,1,2021
19276528000116,2021-12-31,Sem Ressalva,2021,1,2021
19296342000129,2021-12-31,Sem Ressalva,2021,1,2021
19378769000176,2021-12-31,Sem Ressalva,2021,1,2021
19403252000190,2021-12-31,Sem Ressalva,2021,1,2021
19521322000104,2021-12-31,Sem Ressalva,2021,1,2021
19526748000150,2021-12-31,Sem Ressalva,2021,1,2021
19527586000175,2021-12-31,Sem Ressalva,2021,1,2021
19527639000158,2021-12-31,Sem Ressalva,2021,1,2021
19642306000170,2021-12-31,Sem Ressalva,2021,1,2021
19726048000100,2021-12-31,Sem Ressalva,2021,1,2021
19796586000170,2021-12-31,Sem Ressalva,2021,1,2021
19851496000135,2021-12-31,Sem Ressalva,2021,2,2021
20247322000147,2021-12-31,Sem Ressalva,2021,2,2021
20258278000170,2021-12-31,Sem Ressalva,2021,1,2021
20451953000183,2021-12-31,Sem Ressalva,2021,1,2021
20512706000140,2021-12-31,Sem Ressalva,2021,1,2021
20514555000169,2021-12-31,Sem Ressalva,2021,1,2021
20514590000188,2021-12-31,Sem Ressalva,2021,1,2021
21110778000123,2021-12-31,Sem Ressalva,2021,1,2021
21240146000184,2021-12-31,Sem Ressalva,2021,1,2021
21254073000180,2021-12-31,Sem Ressalva,2021,1,2021
21255567000189,2021-12-31,Sem Ressalva,2021,1,2021
21262638000170,2021-12-31,Sem Ressalva,2021,2,2021
21314559000166,2021-12-31,Sem Ressalva,2021,2,2021
21331849000118,2021-12-31,Sem Ressalva,2021,1,2021
21389501000181,2021-12-31,Sem Ressalva,2021,1,2021
21414457000112,2021-12-31,Sem Ressalva,2021,1,2021
21610416000100,2021-12-31,Sem Ressalva,2021,1,2021
21728083000100,2021-12-31,Sem Ressalva,2021,1,2021
21948105000147,2021-12-31,Sem Ressalva,2021,1,2021
21976484000189,2021-12-31,Sem Ressalva,2021,1,2021
21976510000179,2021-12-31,Sem Ressalva,2021,1,2021
22163297000149,2021-12-31,Sem Ressalva,2021,1,2021
22261473000185,2021-12-31,Sem Ressalva,2021,1,2021
22266175000188,2021-12-31,Sem Ressalva,2021,1,2021
22495265000140,2021-12-31,Sem Ressalva,2021,1,2021
22543331000100,2021-12-31,Sem Ressalva,2021,1,2021
22677520000176,2021-12-31,Sem Ressalva,2021,1,2021
22902694000195,2021-12-31,Sem Ressalva,2021,1,2021
23041875000137,2021-12-31,Sem Ressalva,2021,1,2021
23096269000119,2021-12-31,Sem Ressalva,2021,1,2021
23236821000127,2021-12-31,Sem Ressalva,2021,2,2021
23373000000132,2021-12-31,Sem Ressalva,2021,1,2021
23438929000100,2021-12-31,Sem Ressalva,2021,1,2021
23864409000151,2021-12-31,Sem Ressalva,2021,1,2021
24230275000180,2021-12-31,Sem Ressalva,2021,2,2021
24396489000120,2021-12-31,Sem Ressalva,2021,3,2021
24410913000144,2021-12-31,Sem Ressalva,2021,1,2021
24624490000165,2021-12-31,Sem Ressalva,2021,1,2021
24624551000194,2021-12-31,Sem Ressalva,2021,1,2021
24921465000143,2021-12-31,Sem Ressalva,2021,1,2021
24962466000136,2021-12-31,Sem Ressalva,2021,1,2021
24990777000109,2021-12-31,Sem Ressalva,2021,1,2021
25005683000109,2021-12-31,Sem Ressalva,2021,1,2021
25089509000183,2021-12-31,Sem Ressalva,2021,1,2021
25249439000183,2021-12-31,Sem Ressalva,2021,1,2021
25369840000157,2021-12-31,Sem Ressalva,2021,1,2021
26072786000146,2021-12-31,Sem Ressalva,2021,1,2021
26345998000150,2021-12-31,Sem Ressalva,2021,3,2021
26462693000128,2021-12-31,Sem Ressalva,2021,2,2021
26609050000164,2021-12-31,Sem Ressalva,2021,1,2021
