CNPJ,DT_REFER,TIPO_RELATORIO,ANO,VERSAO,ANO_REFER
13270520000166,2023-12-31,Sem Ressalva,2023,1,2023
13444994000187,2023-12-31,Com Ressalva,2023,1,2023
13522948000159,2023-12-31,Sem Ressalva,2023,1,2023
13574594000196,2023-12-31,Sem Ressalva,2023,1,2023
13584310000142,2023-12-31,Sem Ressalva,2023,1,2023
13783221000478,2023-12-31,Sem Ressalva,2023,1,2023
14110585000107,2023-12-31,Sem Ressalva,2023,1,2023
14127813000151,2023-12-31,Sem Ressalva,2023,1,2023
14191427000129,2023-12-31,Sem Ressalva,2023,1,2023
14292540000109,2023-12-31,Sem Ressalva,2023,1,2023
14388334000199,2023-12-31,Sem Ressalva,2023,2,2023
14776142000150,2023-12-31,Sem Ressalva,2023,1,2023
14785152000151,2023-12-31,Sem Ressalva,2023,1,2023
14796754000104,2023-12-31,Sem Ressalva,2023,1,2023
14807945000124,2023-12-31,Sem Ressalva,2023,1,2023
14876090000193,2023-12-31,Sem Ressalva,2023,1,2023
14882295000181,2023-12-31,Sem Ressalva,2023,1,2023
14998371000119,2023-12-31,Sem Ressalva,2023,2,2023
15073274000188,2023-12-31,Sem Ressalva,2023,1,2023
15090690000194,2023-12-31,Sem Ressalva,2023,1,2023
15114494000102,2023-12-31,Sem Ressalva,2023,1,2023
15115504000124,2023-12-31,Sem Ressalva,2023,1,2023
15139629000194,2023-12-31,Sem Ressalva,2023,1,2023
15141799000103,2023-12-31,Sem Ressalva,2023,1,2023
15385166000140,2023-12-31,Sem Ressalva,2023,2,2023
15413826000150,2023-12-31,Sem Ressalva,2023,1,2023
15440708000130,2023-12-31,Sem Ressalva,2023,1,2023
15484093000144,2023-12-31,Sem Ressalva,2023,1,2023
15494541000190,2023-12-31,Sem Ressalva,2023,1,2023
15578569000106,2023-12-31,Sem Ressalva,2023,3,2023
15688041000190,2023-12-31,Sem Ressalva,2023,1,2023
16233389000155,2023-12-31,Sem Ressalva,2023,2,2023
16234171000115,2023-12-31,Sem Ressalva,2023,1,2023
16404287000155,2023-12-31,Sem Ressalva,2023,1,2023
16590234000176,2023-12-31,Sem Ressalva,2023,1,2023
16614075000100,2023-12-31,Sem Ressalva,2023,1,2023
16670085000155,2023-12-31,Sem Ressalva,2023,3,2023
16676520000159,2023-12-31,Sem Ressalva,2023,1,2023
16811931000100,2023-12-31,Sem Ressalva,2023,2,2023
16838421000126,2023-12-31,Sem Ressalva,2023,1,2023
16922038000151,2023-12-31,Sem Ressalva,2023,1,2023
17155730000164,2023-12-31,Sem Ressalva,2023,1,2023
17159005000164,2023-12-31,Sem Ressalva,2023,1,2023
17159229000176,2023-12-31,Sem Ressalva,2023,1,2023
17161241000115,2023-12-31,Sem Ressalva,2023,1,2023
17162082000173,2023-12-31,Negativa de Opinião,2023,1,2023
17167396000169,2023-12-31,Sem Ressalva,2023,1,2023
17167412000113,2023-12-31,Sem Ressalva,2023,1,2023
17184037000110,2023-12-31,Sem Ressalva,2023,1,2023
17193806000146,2023-12-31,Sem Ressalva,2023,1,2023
17234244000131,2023-12-31,Sem Ressalva,2023,1,2023
17245234000100,2023-12-31,Sem Ressalva,2023,1,2023
17281106000103,2023-12-31,Sem Ressalva,2023,1,2023
17314329000120,2023-12-31,Sem Ressalva,2023,1,2023
17344597000194,2023-12-31,Sem Ressalva,2023,1,2023
17359233000188,2023-12-31,Sem Ressalva,2023,1,2023
18174270000184,2023-12-31,Sem Ressalva,2023,1,2023
18328118000109,2023-12-31,Sem Ressalva,2023,1,2023
18483666000103,2023-12-31,Sem Ressalva,2023,1,2023
18494485000182,2023-12-31,Sem Ressalva,2023,1,2023
18572225000188,2023-12-31,Sem Ressalva,2023,1,2023
18593815000197,2023-12-31,Sem Ressalva,2023,2,2023
18903785000178,2023-12-31,Sem Ressalva,2023,1,2023
19014221000147,2023-12-31,Sem Ressalva,2023,1,2023
19208022000170,2023-12-31,Sem Ressalva,2023,1,2023
19403252000190,2023-12-31,Sem Ressalva,2023,2,2023
19521322000104,2023-12-31,Sem Ressalva,2023,2,2023
19526748000150,2023-12-31,Sem Ressalva,2023,1,2023
19527586000175,2023-12-31,Sem Ressalva,2023,1,2023
19527639000158,2023-12-31,Sem Ressalva,2023,1,2023
19642306000170,2023-12-31,Sem Ressalva,2023,1,2023
19726048000100,2023-12-31,Sem Ressalva,2023,1,2023
19796586000170,2023-12-31,Sem Ressalva,2023,1,2023
20247322000147,2023-12-31,Sem Ressalva,2023,1,2023
20258278000170,2023-12-31,Sem Ressalva,2023,2,2023
20512706000140,2023-12-31,Sem Ressalva,2023,2,2023
20514555000169,2023-12-31,Sem Ressalva,2023,1,2023
20514590000188,2023-12-31,Sem Ressalva,2023,1,2023
21110778000123,2023-12-31,Sem Ressalva,2023,1,2023
21240146000184,2023-12-31,Sem Ressalva,2023,1,2023
21254073000180,2023-12-31,Sem Ressalva,2023,1,2023
21255567000189,2023-12-31,Negativa de Opinião,2023,1,2023
21314559000166,2023-12-31,Sem Ressalva,2023,1,2023
21389501000181,2023-12-31,Sem Ressalva,2023,1,2023
21414457000112,2023-12-31,Sem Ressalva,2023,1,2023
21728083000100,2023-12-31,Sem Ressalva,2023,1,2023
21948105000147,2023-12-31,Sem Ressalva,2023,1,2023
21976510000179,2023-12-31,Sem Ressalva,2023,1,2023
22163297000149,2023-12-31,Sem Ressalva,2023,1,2023
22261473000185,2023-12-31,Sem Ressalva,2023,1,2023
22266175000188,2023-12-31,Sem Ressalva,2023,1,2023
22543331000100,2023-12-31,Sem Ressalva,2023,1,2023
22677520000176,2023-12-31,Negativa de Opinião,2023,1,2023
23041875000137,2023-12-31,Sem Ressalva,2023,1,2023
23096269000119,2023-12-31,Sem Ressalva,2023,1,2023
23236821000127,2023-12-31,Sem Ressalva,2023,1,2023
23373000000132,2023-12-31,Sem Ressalva,2023,1,2023
23438929000100,2023-12-31,Sem Ressalva,2023,1,2023
24230275000180,2023-12-31,Sem Ressalva,2023,2,2023
24396489000120,2023-12-31,Sem Ressalva,2023,1,2023
24624490000165,2023-12-31,Sem Ressalva,2023,1,2023
24624551000194,2023-12-31,Sem Ressalva,2023,1,2023
24921465000143,2023-12-31,Sem Ressalva,2023,1,2023
24962466000136,2023-12-31,Sem Ressalva,2023,1,2023
24990777000109,2023-12-31,Sem Ressalva,2023,1,2023
25089509000183,2023-12-31,Sem Ressalva,2023,1,2023
25249439000183,2023-12-31,Adverso,2023,2,2023
25369840000157,2023-12-31,Sem Ressalva,2023,1,2023
26072786000146,2023-12-31,Sem Ressalva,2023,1,2023
26345998000150,2023-12-31,Sem Ressalva,2023,1,2023
26462693000128,2023-12-31,Sem Ressalva,2023,1,2023
26609050000164,2023-12-31,Sem Ressalva,2023,1,2023
26659061000159,2023-12-31,Sem Ressalva,2023,2,2023
26664057000189,2023-12-31,Sem Ressalva,2023,2,2023
26845702000160,2023-12-31,Sem Ressalva,2023,1,2023
26982634000180,2023-12-31,Sem Ressalva,2023,1,2023
27093558000115,2023-12-31,Sem Ressalva,2023,1,2023
27137879000174,2023-12-31,Sem Ressalva,2023,1,2023
27157474000106,2023-12-31,Sem Ressalva,2023,1,2023
27743642000137,2023-12-31,Sem Ressalva,2023,2,2023
27956690000103,2023-12-31,Com Ressalva,2023,1,2023
27967244000102,2023-12-31,Sem Ressalva,2023,1,2023
28019100000189,2023-12-31,Sem Ressalva,2023,2,2023
28127603000178,2023-12-31,Sem Ressalva,2023,1,2023
28152650000171,2023-12-31,Sem Ressalva,2023,1,2023
28195667000106,2023-12-31,Sem Ressalva,2023,3,2023
28201130000101,2023-12-31,Sem Ressalva,2023,1,2023
28594234000123,2023-12-31,Sem Ressalva,2023,2,2023
28925264000175,2023-12-31,Sem Ressalva,2023,1,2023
28942127000149,2023-12-31,Sem Ressalva,2023,1,2023
29780061000109,2023-12-31,Sem Ressalva,2023,1,2023
29884545000190,2023-12-31,Sem Ressalva,2023,1,2023
29950060000157,2023-12-31,Sem Ressalva,2023,1,2023
29980141000108,2023-12-31,Sem Ressalva,2023,1,2023
30213493000109,2023-12-31,Sem Ressalva,2023,1,2023
30306294000145,2023-12-31,Sem Ressalva,2023,3,2023
30540991000166,2023-12-31,Sem Ressalva,2023,1,2023
30788149000148,2023-12-31,Sem Ressalva,2023,1,2023
31001230000107,2023-12-31,Sem Ressalva,2023,1,2023
31468139000198,2023-12-31,Sem Ressalva,2023,1,2023
31553627000101,2023-12-31,Sem Ressalva,2023,1,2023
31748174000160,2023-12-31,Sem Ressalva,2023,1,2023
32021201000161,2023-12-31,Sem Ressalva,2023,1,2023
32161500000100,2023-12-31,Sem Ressalva,2023,1,2023
32431519000110,2023-12-31,Sem Ressalva,2023,1,2023
32681371000172,2023-12-31,Sem Ressalva,2023,1,2023
32785497000197,2023-12-31,Sem Ressalva,2023,1,2023
33000167000101,2023-12-31,Sem Ressalva,2023,2,2023
33035536000100,2023-12-31,Sem Ressalva,2023,1,2023
33040601000187,2023-12-31,Sem Ressalva,2023,1,2023
33041260065290,2023-12-31,Sem Ressalva,2023,2,2023
33042730000104,2023-12-31,Sem Ressalva,2023,1,2023
33050071000158,2023-12-31,Sem Ressalva,2023,1,2023
33050196000188,2023-12-31,Sem Ressalva,2023,1,2023
33102476000192,2023-12-31,Com Ressalva,2023,1,2023
33113309000147,2023-12-31,Sem Ressalva,2023,1,2023
33130691000105,2023-12-31,Sem Ressalva,2023,1,2023
33200049000147,2023-12-31,Sem Ressalva,2023,1,2023
33228024000151,2023-12-31,Sem Ressalva,2023,1,2023
33256439000139,2023-12-31,Sem Ressalva,2023,1,2023
33352394000104,2023-12-31,Com Ressalva,2023,1,2023
33376989000191,2023-12-31,Sem Ressalva,2023,1,2023
33386210000119,2023-12-31,Sem Ressalva,2023,1,2023
33412081000196,2023-12-31,Com Ressalva,2023,1,2023
33453598000123,2023-03-31,Sem Ressalva,2023,1,2023
33467572000134,2023-12-31,Sem Ressalva,2023,1,2023
33541368000116,2023-12-31,Sem Ressalva,2023,2,2023
33572408000197,2023-12-31,Sem Ressalva,2023,1,2023
33592510000154,2023-12-31,Sem Ressalva,2023,1,2023
33611500000119,2023-12-31,Sem Ressalva,2023,1,2023
33839910000111,2023-12-31,Sem Ressalva,2023,1,2023
33938119000169,2023-12-31,Sem Ressalva,2023,1,2023
33958695000178,2023-12-31,Sem Ressalva,2023,1,2023
34169557000172,2023-12-31,Sem Ressalva,2023,1,2023
34274233000102,2023-12-31,Sem Ressalva,2023,1,2023
35522178000187,2023-12-31,Sem Ressalva,2023,1,2023
35593905000105,2023-12-31,Sem Ressalva,2023,1,2023
35654688000108,2023-12-31,Sem Ressalva,2023,1,2023
35727157000106,2023-12-31,Sem Ressalva,2023,1,2023
35764708000101,2023-12-31,Sem Ressalva,2023,1,2023
35791391000194,2023-12-31,Sem Ressalva,2023,2,2023
35822503000127,2023-12-31,Sem Ressalva,2023,1,2023
35980592000130,2023-12-31,Sem Ressalva,2023,1,2023
36146575000164,2023-12-31,Sem Ressalva,2023,1,2023
36542025000164,2023-12-31,Sem Ressalva,2023,1,2023
36763716000198,2023-12-31,Sem Ressalva,2023,1,2023
37663076000107,2023-12-31,Sem Ressalva,2023,1,2023
37702340000174,2023-12-31,Sem Ressalva,2023,1,2023
38042694000100,2023-12-31,Sem Ressalva,2023,1,2023
38199406000118,2023-12-31,Sem Ressalva,2023,2,2023
38307135000177,2023-12-31,Sem Ressalva,2023,1,2023
38456921000136,2023-12-31,Sem Ressalva,2023,1,2023
38482780000126,2023-12-31,Sem Ressalva,2023,1,2023
39115514000128,2023-12-31,Sem Ressalva,2023,1,2023
39346861035038,2023-12-31,Sem Ressalva,2023,1,2023
39580673000101,2023-12-31,Sem Ressalva,2023,1,2023
39881421000104,2023-12-31,Sem Ressalva,2023,1,2023
40159947000164,2023-12-31,Sem Ressalva,2023,3,2023
40180943000168,2023-12-31,Sem Ressalva,2023,1,2023
40263170000183,2023-12-31,Sem Ressalva,2023,1,2023
40337136000106,2023-12-31,Sem Ressalva,2023,1,2023
40480481000102,2023-12-31,Sem Ressalva,2023,3,2023
40593395000106,2023-12-31,Sem Ressalva,2023,3,2023
40997635000120,2023-12-31,Sem Ressalva,2023,1,2023
41052420000107,2023-12-31,Sem Ressalva,2023,2,2023
41096674000119,2023-12-31,Sem Ressalva,2023,1,2023
41335131000107,2023-12-31,Sem Ressalva,2023,1,2023
41508382000146,2023-12-31,Sem Ressalva,2023,1,2023
41570356000148,2023-12-31,Sem Ressalva,2023,1,2023
41886692000102,2023-12-31,Sem Ressalva,2023,1,2023
42150391000170,2023-12-31,Sem Ressalva,2023,3,2023
42233757000175,2023-12-31,Sem Ressalva,2023,1,2023
42278291000124,2023-12-31,Sem Ressalva,2023,1,2023
42278473000103,2023-12-31,Sem Ressalva,2023,2,2023
42292007000174,2023-12-31,Sem Ressalva,2023,1,2023
42310775000103,2023-12-31,Sem Ressalva,2023,1,2023
42331462000131,2023-12-31,Sem Ressalva,2023,1,2023
42353180000135,2023-12-31,Sem Ressalva,2023,1,2023
42500384000151,2023-12-31,Sem Ressalva,2023,2,2023
42644220000106,2023-12-31,Sem Ressalva,2023,1,2023
42737954000121,2023-12-31,Sem Ressalva,2023,2,2023
42771949000135,2023-12-31,Sem Ressalva,2023,3,2023
43283811000150,2023-12-31,Sem Ressalva,2023,1,2023
43335774000186,2023-12-31,Sem Ressalva,2023,1,2023
43470988000165,2023-12-31,Sem Ressalva,2023,1,2023
43513237000189,2023-12-31,Sem Ressalva,2023,1,2023
43514079000181,2023-12-31,Sem Ressalva,2023,1,2023
43776517000180,2023-12-31,Sem Ressalva,2023,1,2023
43948405000169,2023-12-31,Sem Ressalva,2023,2,2023
44067725000172,2023-12-31,Sem Ressalva,2023,2,2023
44319688000142,2023-12-31,Sem Ressalva,2023,1,2023
44854238000150,2023-12-31,Sem Ressalva,2023,1,2023
45242914000105,2023-12-31,Sem Ressalva,2023,1,2023
45365558000109,2023-12-31,Sem Ressalva,2023,1,2023
45453214000151,2023-12-31,Sem Ressalva,2023,1,2023
45456117000112,2023-12-31,Sem Ressalva,2023,2,2023
45736131000170,2023-12-31,Sem Ressalva,2023,1,2023
45987245000192,2023-12-31,Sem Ressalva,2023,1,2023
46119855000137,2023-12-31,Sem Ressalva,2023,1,2023
46573272000181,2023-12-31,Sem Ressalva,2023,1,2023
47508411000156,2023-12-31,Sem Ressalva,2023,1,2023
47509120000182,2023-12-31,Sem Ressalva,2023,1,2023
47586663000101,2023-12-31,Sem Ressalva,2023,1,2023
47960950000121,2023-12-31,Sem Ressalva,2023,1,2023
48127008000140,2023-12-31,Sem Ressalva,2023,1,2023
48127012000108,2023-12-31,Sem Ressalva,2023,1,2023
48710127000120,2023-12-31,Sem Ressalva,2023,2,2023
48851242000115,2023-12-31,Sem Ressalva,2023,1,2023
49115815000105,2023-12-31,Sem Ressalva,2023,1,2023
49263189000102,2023-12-31,Sem Ressalva,2023,1,2023
49314049000108,2023-12-31,Sem Ressalva,2023,1,2023
49669856000143,2023-12-31,Sem Ressalva,2023,1,2023
50399553000137,2023-12-31,Sem Ressalva,2023,1,2023
50564053000103,2023-12-31,Sem Ressalva,2023,2,2023
50746577000115,2023-12-31,Sem Ressalva,2023,3,2023
50926955000142,2023-12-31,Sem Ressalva,2023,1,2023
51128999000190,2023-12-31,Sem Ressalva,2023,1,2023
51136974000138,2023-12-31,Sem Ressalva,2023,1,2023
51137031000120,2023-12-31,Sem Ressalva,2023,1,2023
51218147000193,2023-12-31,Sem Ressalva,2023,1,2023
51430503000138,2023-12-31,Sem Ressalva,2023,1,2023
51466860000156,2023-03-31,Sem Ressalva,2023,1,2023
51742485000120,2023-12-31,Sem Ressalva,2023,1,2023
51928174000150,2023-12-31,Sem Ressalva,2023,1,2023
52017473000103,2023-12-31,Sem Ressalva,2023,1,2023
52270350000171,2023-12-31,Sem Ressalva,2023,2,2023
52475549000136,2023-12-31,Sem Ressalva,2023,1,2023
52548435000179,2023-12-31,Sem Ressalva,2023,1,2023
52805925000103,2023-12-31,Sem Ressalva,2023,1,2023
52810883000107,2023-12-31,Sem Ressalva,2023,1,2023
52841191000118,2023-12-31,Sem Ressalva,2023,2,2023
53113791000122,2023-12-31,Sem Ressalva,2023,1,2023
53153938000108,2023-12-31,Sem Ressalva,2023,1,2023
56444250000175,2023-12-31,Sem Ressalva,2023,1,2023
56643018000166,2023-12-31,Sem Ressalva,2023,2,2023
56720428000163,2023-12-31,Sem Ressalva,2023,1,2023
56992423000190,2023-12-31,Sem Ressalva,2023,1,2023
58119199000151,2023-12-31,Sem Ressalva,2023,1,2023
58430828000160,2023-12-31,Sem Ressalva,2023,1,2023
59105999000186,2023-12-31,Sem Ressalva,2023,2,2023
59285411000113,2023-12-31,Sem Ressalva,2023,1,2023
59418806000147,2023-12-31,Sem Ressalva,2023,1,2023
59546515000134,2023-12-31,Sem Ressalva,2023,1,2023
59717553000102,2023-12-31,Sem Ressalva,2023,1,2023
59789545000171,2023-12-31,Sem Ressalva,2023,1,2023
59981829000165,2023-12-31,Sem Ressalva,2023,1,2023
60398369000479,2023-12-31,Sem Ressalva,2023,1,2023
60444437000146,2023-12-31,Negativa de Opinião,2023,1,2023
60476884000187,2023-12-31,Sem Ressalva,2023,1,2023
60537263000166,2023-12-31,Sem Ressalva,2023,1,2023
60543816000193,2023-12-31,Sem Ressalva,2023,1,2023
60651809000105,2023-12-31,Sem Ressalva,2023,1,2023
60665981000118,2023-12-31,Sem Ressalva,2023,1,2023
60730348000166,2023-12-31,Sem Ressalva,2023,1,2023
60746948000112,2023-12-31,Sem Ressalva,2023,1,2023
60770336000165,2023-12-31,Sem Ressalva,2023,1,2023
60840055000131,2023-12-31,Sem Ressalva,2023,1,2023
60851615000153,2023-12-31,Sem Ressalva,2023,1,2023
60872504000123,2023-12-31,Sem Ressalva,2023,1,2023
60884319000159,2023-12-31,Com Ressalva,2023,1,2023
60894730000105,2023-12-31,Sem Ressalva,2023,2,2023
60933603000178,2023-12-31,Sem Ressalva,2023,2,2023
61022042000118,2023-12-31,Sem Ressalva,2023,1,2023
61065298000102,2023-12-31,Sem Ressalva,2023,1,2023
61065751000180,2023-12-31,Sem Ressalva,2023,3,2023
61079117000105,2023-12-31,Sem Ressalva,2023,2,2023
61080313000191,2023-12-31,Negativa de Opinião,2023,1,2023
61082004000150,2023-12-31,Sem Ressalva,2023,3,2023
61088894000108,2023-12-31,Sem Ressalva,2023,1,2023
61092037000181,2023-12-31,Sem Ressalva,2023,1,2023
61156113000175,2023-12-31,Sem Ressalva,2023,1,2023
61156931000178,2023-12-31,Sem Ressalva,2023,1,2023
61186680000174,2023-12-31,Sem Ressalva,2023,1,2023
61189288000189,2023-12-31,Com Ressalva,2023,2,2023
61190096000192,2023-12-31,Sem Ressalva,2023,1,2023
61351532000168,2023-12-31,Sem Ressalva,2023,1,2023
61374161000130,2023-12-31,Sem Ressalva,2023,1,2023
61409892000173,2023-12-31,Sem Ressalva,2023,1,2023
61486650000183,2023-12-31,Sem Ressalva,2023,2,2023
61532644000115,2023-12-31,Sem Ressalva,2023,1,2023
61584140000149,2023-12-31,Sem Ressalva,2023,1,2023
61585865000151,2023-12-31,Sem Ressalva,2023,1,2023
61695227000193,2023-12-31,Sem Ressalva,2023,1,2023
61856571000117,2023-12-31,Sem Ressalva,2023,1,2023
62002886000160,2023-12-31,Sem Ressalva,2023,1,2023
62070362000106,2023-12-31,Sem Ressalva,2023,1,2023
62144175000120,2023-12-31,Sem Ressalva,2023,3,2023
62232889000190,2023-12-31,Sem Ressalva,2023,2,2023
62258884000136,2023-12-31,Com Ressalva,2023,2,2023
62307848000115,2023-12-31,Sem Ressalva,2023,2,2023
62984091000102,2023-12-31,Sem Ressalva,2023,2,2023
64904295000103,2023-02-28,Sem Ressalva,2023,1,2023
65654303000173,2023-12-31,Sem Ressalva,2023,1,2023
67010660000124,2023-12-31,Sem Ressalva,2023,1,2023
67571414000141,2023-12-31,Sem Ressalva,2023,1,2023
67620377000114,2023-12-31,Sem Ressalva,2023,1,2023
68400225000179,2023-06-30,Sem Ressalva,2023,1,2023
71208516000174,2023-12-31,Sem Ressalva,2023,2,2023
71476527000135,2023-03-31,Sem Ressalva,2023,1,2023
71476527000135,2023-12-31,Sem Ressalva,2023,1,2023
71673990000177,2023-12-31,Sem Ressalva,2023,1,2023
73178600000118,2023-12-31,Sem Ressalva,2023,1,2023
73903718000161,2023-12-31,Sem Ressalva,2023,1,2023
75315333000109,2023-12-31,Sem Ressalva,2023,1,2023
75609123000123,2023-12-31,Sem Ressalva,2023,2,2023
76483817000120,2023-12-31,Sem Ressalva,2023,1,2023
76484013000145,2023-12-31,Sem Ressalva,2023,1,2023
76535764000143,2023-12-31,Negativa de Opinião,2023,1,2023
76627504000106,2023-12-31,Com Ressalva,2023,2,2023
79430682000122,2023-12-31,Sem Ressalva,2023,1,2023
80680093000181,2023-12-31,Sem Ressalva,2023,1,2023
81106957000119,2023-12-31,Sem Ressalva,2023,1,2023
81243735000148,2023-12-31,Sem Ressalva,2023,2,2023
81616807000155,2023-12-31,Sem Ressalva,2023,1,2023
82120676000183,2023-12-31,Sem Ressalva,2023,1,2023
82508433000117,2023-12-31,Sem Ressalva,2023,1,2023
82636986000155,2023-12-31,Negativa de Opinião,2023,1,2023
82640558000104,2023-12-31,Sem Ressalva,2023,1,2023
82643537000134,2023-12-31,Sem Ressalva,2023,1,2023
82901000000127,2023-12-31,Sem Ressalva,2023,1,2023
82981929000103,2023-12-31,Adverso,2023,1,2023
82982075000180,2023-12-31,Sem Ressalva,2023,1,2023
83475913000191,2023-12-31,Sem Ressalva,2023,1,2023
83878892000155,2023-12-31,Sem Ressalva,2023,1,2023
84429695000111,2023-12-31,Sem Ressalva,2023,1,2023
84683374000149,2023-12-31,Sem Ressalva,2023,1,2023
84683408000103,2023-12-31,Sem Ressalva,2023,1,2023
84683671000194,2023-12-31,Sem Ressalva,2023,1,2023
84684455000163,2023-12-31,Sem Ressalva,2023,1,2023
84693183000168,2023-12-31,Sem Ressalva,2023,1,2023
85041333000111,2023-12-31,Com Ressalva,2023,1,2023
85778074000106,2023-12-31,Sem Ressalva,2023,1,2023
86375425000109,2023-12-31,Sem Ressalva,2023,1,2023
86550951000150,2023-12-31,Sem Ressalva,2023,1,2023
87043832000173,2023-12-31,Sem Ressalva,2023,1,2023
87456562000122,2023-12-31,Sem Ressalva,2023,1,2023
87762563000103,2023-12-31,Sem Ressalva,2023,1,2023
87870952000144,2023-12-31,Sem Ressalva,2023,1,2023
88610126000129,2023-12-31,Sem Ressalva,2023,1,2023
88610191000154,2023-12-31,Sem Ressalva,2023,1,2023
88611835000129,2023-12-31,Sem Ressalva,2023,1,2023
88613658000110,2023-06-30,Sem Ressalva,2023,1,2023
89086144000116,2023-12-31,Sem Ressalva,2023,1,2023
89096457000155,2023-12-31,Sem Ressalva,2023,2,2023
89463822000112,2023-12-31,Sem Ressalva,2023,1,2023
89637490000145,2023-12-31,Sem Ressalva,2023,1,2023
89723993000133,2023-12-31,Sem Ressalva,2023,1,2023
89850341000160,2023-12-31,Sem Ressalva,2023,1,2023
90076886000140,2023-12-31,Sem Ressalva,2023,1,2023
90400888000142,2023-12-31,Sem Ressalva,2023,2,2023
90441460000148,2023-12-31,Sem Ressalva,2023,2,2023
91333666000117,2023-12-31,Sem Ressalva,2023,1,2023
91669747000192,2023-12-31,Sem Ressalva,2023,1,2023
91983056000169,2023-12-31,Sem Ressalva,2023,1,2023
92012467000170,2023-12-31,Sem Ressalva,2023,3,2023
92660570000126,2023-12-31,Sem Ressalva,2023,1,2023
92665611000177,2023-12-31,Sem Ressalva,2023,1,2023
92690783000109,2023-12-31,Sem Ressalva,2023,1,2023
92693019000189,2023-12-31,Sem Ressalva,2023,1,2023
92702067000196,2023-12-31,Sem Ressalva,2023,1,2023
92715812000131,2023-12-31,Sem Ressalva,2023,1,2023
92721232000157,2023-12-31,Sem Ressalva,2023,1,2023
92749225000163,2023-12-31,Sem Ressalva,2023,1,2023
92754738000162,2023-12-31,Sem Ressalva,2023,1,2023
92781335000102,2023-12-31,Sem Ressalva,2023,1,2023
92791243000103,2023-12-31,Sem Ressalva,2023,1,2023
92802784000190,2023-12-31,Sem Ressalva,2023,1,2023
93828986000173,2023-12-31,Sem Ressalva,2023,1,2023
94813102000170,2023-12-31,Sem Ressalva,2023,1,2023
95426862000197,2023-12-31,Sem Ressalva,2023,1,2023
96298013000168,2023-12-31,Sem Ressalva,2023,1,2023
96418264021802,2023-12-31,Sem Ressalva,2023,1,2023
97191902000194,2023-12-31,Sem Ressalva,2023,2,2023
97837181000147,2023-12-31,Sem Ressalva,2023,1,2023
00000000000191,2024-12-31,Sem Ressalva,2024,1,2024
00000208000100,2024-12-31,Sem Ressalva,2024,3,2024
00001180000126,2024-12-31,Sem Ressalva,2024,2,2024
00070698000111,2024-12-31,Sem Ressalva,2024,1,2024
00080671000100,2024-12-31,Sem Ressalva,2024,1,2024
00194724000113,2024-12-31,Sem Ressalva,2024,1,2024
00242184000104,2024-12-31,Sem Ressalva,2024,1,2024
00336701000104,2024-12-31,Sem Ressalva,2024,1,2024
00357038000116,2024-12-31,Sem Ressalva,2024,2,2024
00359742000108,2024-12-31,Sem Ressalva,2024,4,2024
00383281000109,2024-12-31,Sem Ressalva,2024,1,2024
00389481000179,2024-12-31,Sem Ressalva,2024,1,2024
00644907000193,2024-12-31,Sem Ressalva,2024,1,2024
00743065000127,2024-12-31,Sem Ressalva,2024,1,2024
00776574000156,2024-12-31,Sem Ressalva,2024,1,2024
00864214000106,2024-12-31,Sem Ressalva,2024,1,2024
00873894000124,2024-12-31,Sem Ressalva,2024,1,2024
00897864000158,2024-12-31,Com Ressalva,2024,1,2024
00924429000175,2024-12-31,Sem Ressalva,2024,1,2024
00938574000105,2024-12-31,Sem Ressalva,2024,1,2024
00974211000125,2024-12-31,Sem Ressalva,2024,1,2024
00979969000156,2024-12-31,Sem Ressalva,2024,1,2024
01027058000191,2024-12-31,Sem Ressalva,2024,1,2024
01083200000118,2024-12-31,Sem Ressalva,2024,2,2024
01104937000170,2024-12-31,Com Ressalva,2024,1,2024
01107327000120,2024-12-31,Negativa de Opinião,2024,1,2024
01258944000126,2024-12-31,Sem Ressalva,2024,1,2024
01319044000141,2024-12-31,Sem Ressalva,2024,1,2024
01417222000177,2024-12-31,Sem Ressalva,2024,1,2024
01543032000104,2024-12-31,Sem Ressalva,2024,1,2024
01545826000107,2024-12-31,Sem Ressalva,2024,1,2024
01548981000179,2024-12-31,Sem Ressalva,2024,1,2024
01599101000193,2024-12-31,Adverso,2024,1,2024
01616929000102,2024-12-31,Sem Ressalva,2024,1,2024
01637895000132,2024-12-31,Sem Ressalva,2024,1,2024
01838723000127,2024-12-31,Sem Ressalva,2024,1,2024
01851771000155,2024-12-31,Sem Ressalva,2024,1,2024
01896779000138,2024-12-31,Sem Ressalva,2024,2,2024
01917818000136,2024-12-31,Sem Ressalva,2024,1,2024
01938783000111,2024-12-31,Sem Ressalva,2024,2,2024
01957772000189,2024-12-31,Sem Ressalva,2024,1,2024
01968293000168,2024-12-31,Sem Ressalva,2024,1,2024
01989044000159,2024-12-31,Sem Ressalva,2024,1,2024
02016440000162,2024-12-31,Sem Ressalva,2024,1,2024
02016507000169,2024-12-31,Sem Ressalva,2024,1,2024
02041460000193,2024-12-31,Sem Ressalva,2024,1,2024
02062747000108,2024-12-31,Sem Ressalva,2024,2,2024
02149205000169,2024-12-31,Sem Ressalva,2024,1,2024
02193750000152,2024-12-31,Sem Ressalva,2024,2,2024
02201787000185,2024-12-31,Sem Ressalva,2024,1,2024
02217319000107,2024-12-31,Sem Ressalva,2024,1,2024
